Aprika	África
Furnari	Furnari
Graniti	Graniti
Librizzi	Librizzi
Tusa	Tusa
Castel di Lucio	Castel di Lucio
Yorba Linda, California	Yorba Linda
Schluderns	Sluderno
Sant'Angelo in Vado	Sant'Angelo in Vado
Olang	Valdaora
Stilfs	Stelvio
Mandanici	Mandanici
Paglubog ng ROKS Cheonan	Naufrágio do Cheonan
Park Bom	Park Bom
Pambansang Asemblea ng Timog Korea	Assembleia Nacional da Coreia do Sul
Sungmin	Sungmin
Homo cepranensis	Homo cepranensis
Schlanders	Silandro
Along Koreano	Hallyu
Choi Ji Woo	Choi Ji-woo
Han Hyo Joo	Han Hyo-joo
Pagmamaton sa Internet	Cyberbullying
Moon Chae Won	Moon Chae-won
Cheongwadae	Casa Azul (Portugal)
Lungsod ng Carson, Kaliporniya	Carson (Califórnia)
Korona, Kaliporniya	Corona (Califórnia)
Lancaster, California	Lancaster (Califórnia)
Norwalk, California	Norwalk (Califórnia)
Exo	EXO
Moreno Valley, California	Moreno Valley
Fullerton, California	Fullerton (Califórnia)
West Covina, California	West Covina
Usun Yoon	Usun Yoon
Galati Mamertino	Galati Mamertino
San Martin de Tor	San Martino in Badia
Torregrotta	Torregrotta
Nizza di Sicilia	Nizza di Sicilia
Hanasaku Iroha	Hanasaku Iroha
Villafranca Tirrena	Villafranca Tirrena
Santo Stefano di Camastra	Santo Stefano di Camastra
Terlan	Terlano
Kyuhyun	Kyuhyun
Nicole Jung	Nicole Jung
Goo Ha-ra	Goo Hara
Park Gyuri	Park Gyuri
Kang Jiyoung	Kang Jiyoung
Han Seung-yeon	Han Seungyeon
Agham na porensiko	Ciência forense
Paglapag sa buwan	Alunissagem
U-Know	Yunho
Victorville, California	Victorville
Antioch, California	Antioch (Califórnia)
Redding, California	Redding (Califórnia)
Rancho Cucamonga, California	Rancho Cucamonga
El Centro, Kaliporniya	El Centro
Visalia, California	Visalia (Califórnia)
Richmond, California	Richmond (Califórnia)
Masan	Masan
Winter Sonata	Gyeoul Yeonga
Garie	Garie (rapper)
Kino's Journey	Kino's Journey
Park Jung-yang	Park Jung-yang
Ballad of a Shinigami	Shinigami no Ballad
Jennifer Tilly	Jennifer Tilly
Kasunduang Pagsasanib ng Hapon-Korea	Tratado de Anexação Japão-Coreia
T.O.P	T.O.P
G-Dragon	G-Dragon
Himala sa Ilog Han	Milagre do rio Han
Goong S	Goong S
Battle B-Daman	Battle B-Daman
Alcara li Fusi	Alcara li Fusi
Listen to My Heart	Listen to My Heart
Brolo	Brolo
Hekinan, Aichi	Hekinan
Pudyimi, Saitama	Fujimi
Saku, Nagano	Saku (Nagano)
Chita, Aichi	Chita (Aichi)
Ao no Exorcist	Ao no Exorcist
Capri Leone	Capri Leone
Caronia	Caronia
Castroreale	Castroreale
Kim Hye Sung	Kim Hye-seong
Falcone, Italy	Falcone
ID; Peace B	ID; Peace B
Ficarra	Ficarra
Pudyinomiya, Syisuoka	Fujinomiya
Kadoma, Osaka	Kadoma
Forza d'Agrò	Forza d'Agrò
Francavilla di Sicilia	Francavilla di Sicilia
Sandara Park	Sandara Park
Furci Siculo	Furci Siculo
Itala, Italy	Itala (Sicília)
Leni	Leni
Kasyihara, Nara	Kashihara
Kim Bum	Kim Bum
Letojanni	Letojanni
Lipari	Lípara
Misawa, Aomori	Misawa
Kuroisyi, Aomori	Kuroishi
Sakaiminato, Tottori	Sakaiminato
Kim So Eun	Kim So-eun
Syiogama, Miyagi	Shiogama
Mischievous Kiss	Playful Kiss
Kuwana, Mie	Kuwana
Yokote, Akita	Yokote
Kim Soo Hyun	Kim Soo-hyun
Yuxi	Yuxi
Kazuno, Akita	Kazuno
Kitakata, Fukushima	Kitakata
3ABN	3ABN
Tales of Symphonia	Tales of Symphonia
Muroran, Hokkaido	Muroran
Ebetsu, Hokkaido	Ebetsu
Longi	Longi
Gosyogawara, Aomori	Goshogawara
Torretta	Torretta
Campofelice Di Roccella	Campofelice di Roccella
Lee Joon	Lee Joon
Casteldaccia	Casteldaccia
Borgetto	Borgetto
Capaci	Capaci
Isnello	Isnello
Balestrate	Balestrate
Vicari	Vicari
Bolognetta	Bolognetta
Bisacquino	Bisacquino
Pollina	Pollina
Monforte San Giorgio	Monforte San Giorgio
Cerda	Cerda
Sciara (Sicily)	Sciara
Chiusa Sclafani	Chiusa Sclafani
Roccamena	Roccamena
Montelepre	Montelepre
Roccapalumba	Roccapalumba
Villafrati	Villafrati
Naso, Italy	Naso (Messina)
Ficarazzi	Ficarazzi
Oliveri	Oliveri
Pace del Mela	Pace del Mela
Pettineo	Pettineo
Piraino	Piraino
Pagtalong-sisid sa Palarong Olimpiko sa Tag-init 2008	Saltos ornamentais nos Jogos Olímpicos de Verão de 2008
Park Shin Hye	Park Shin-hye
Andy Richter	Andy Richter
Moe (salitang-balbal)	Moe (gíria)
Kosyigaya, Saitama	Koshigaya
Sakura, Chiba	Sakura (Chiba)
Futtsu, Chiba	Futtsu
Nasushiobara, Tochigi	Nasushiobara
Mooka, Tochigi	Mooka
Pretty Rhythm	Pretty Rhythm
Teru	Teru
San Marco d'Alunzio	San Marco d'Alunzio
Diperensiya ng pagkataong iskisoyd	Transtorno de personalidade esquizoide
San Teodoro (ME)	San Teodoro (Sicília)
Nine Muses (band)	Nine Muses
Lee Tae Sung	Lee Tae-sung
Distrito ng Samukh	Samukh
Supot	Saco de plástico
Little Things	Little Things (canção de One Direction)
2AM	2AM
Batman & Mr. Freeze: SubZero	Batman & Mr. Freeze: SubZero
Bada	Bada (cantora)
Nokia 1100	Nokia 1100
Mga lungsod ng Timog Korea	Lista de cidades da Coreia do Sul
Korean Broadcasting System	Korean Broadcasting System
Magical DoReMi	Ojamajo Doremi
Punong Ministro ng Timog Korea	Lista de primeiros-ministros da Coreia do Sul
Santa Teresa di Riva	Santa Teresa di Riva
Paayap	Vigna unguiculata
998 Bodea	998 Bodea
849 Ara	849 Ara
Haruhi Suzumiya	Suzumiya Haruhi no Yūutsu
Savoca	Savoca
Sinagra (ME)	Sinagra
Sado, Niigata	Sado (Niigata)
Melvin R. Laird	Melvin Laird
East Japan Railway Company	East Japan Railway Company
Crenarchaeota	Crenarchaeota
Euglenozoa	Euglenozoa
Metamonad	Metamonada
Ian Bannen	Ian Bannen
Tramin an der Weinstraße	Termeno sulla Strada del Vino
Sëlva	Selva di Val Gardena
Villa Literno	Villa Literno
Barstow, California	Barstow (Califórnia)
Emeryville, California	Emeryville
MBLAQ	MBLAQ
Merced, California	Merced (Califórnia)
Costa Mesa, California	Costa Mesa
Katalinuhan ng mga hayop	Inteligência animal
Warren, Michigan	Warren (Michigan)
Seto, Aichi	Seto
Tendinitis	Tendinite
Terenten	Terento
Schnals	Senales
Feldthurns	Velturno
Vadena	Vadena
Banzkow	Banzkow
Elgin, Illinois	Elgin (Illinois)
Shah Alam	Shah Alam
529 BC	529 a.C.
Mayang costa	Calafate (ave)
Pangulo ng Nigeria	Presidente da Nigéria
Sistemang ekliptikal ng mga koordinato	Sistema eclíptico de coordenadas
Overland Park, Kansas	Overland Park
Visone	Visone
Cercozoa	Cercozoa
Haptophyte	Haptophyta
Single-nucleotide polymorphism	Polimorfismo de nucleotídeo único
Alia, Italy	Alia (Palermo)
Isin	Isin
El Cuerpo del Deseo	El cuerpo del deseo
W.I.T.C.H.	W.I.T.C.H.
Wimy	Wimy
Kiryat Malakhi	Qiryat Malakhi
Plate, Alemanya	Plate (Mecklemburgo-Pomerânia Ocidental)
Betsaida	Betsaida
Bibliotheca Alexandrina	Bibliotheca Alexandrina
Tahara, Aichi	Tahara
Cycliophora	Symbion
Coatzacoalcos	Coatzacoalcos
Tenri, Nara	Tenri
Hiratsuka, Kanagawa	Hiratsuka
Nemuro, Hokkaido	Nemuro (Hokkaidō)
Hōfu, Yamaguchi	Hōfu
Ma'ale Adumim	Ma'ale Adummim
Eber	Éber
Ibaraki, Osaka	Ibaraki (Osaka)
Kiyosu, Aichi	Kiyosu
Gangi, Sicily	Gangi
Mobara, Chiba	Mobara
Polizzi Generosa	Polizzi Generosa
254 Augusta	254 Augusta
Miyako, Iwate	Miyako (Iwate)
Takaoka, Toyama	Takaoka
Manga na Josei	Josei
Château-Gaillard, Ain	Château-Gaillard
Pananapatan (Pasko)	Cantigas de Natal
Adela Noriega	Adela Noriega
Inuyama, Aichi	Inuyama
Chris Pratt	Chris Pratt
Ferla	Ferla
464 Megaira	464 Megaira
Espigmomanometro	Esfigmomanômetro
Partido Komunista ng Brazil	Partido Comunista do Brasil
Guelph, Ontario	Guelph
St Leonhard in Passeier	San Leonardo in Passiria
Tirol, Trentino-Alto Adige/Südtirol	Tirolo
St Martin in Passeier	San Martino in Passiria
St Pankraz	San Pancrazio
Schenna	Scena
Mühlwald	Selva dei Molini
Tisens	Tesimo
Tiers, Trentino-Alto Adige/Südtirol	Tires (Itália)
Pagsasaliw	Acompanhamento (música)
Truden im Naturpark	Trodena
Taufers im Münstertal	Tubre
Pfitsch	Val di Vizze
Gsies	Valle di Casies
Vahrn	Varna (Itália)
Sakata, Yamagata	Sakata
Furigana	Furigana
Villanders	Villandro
Avicii	Avicii
Lungsod ng Redwood, California	Redwood City
Coral Springs, Florida	Coral Springs
Mga misteryong Greko-Romano	Religião de mistérios
Joshua Slocum	Joshua Slocum
Adriana Fonseca	Adriana Fonseca
Jemaah Islamiyah	Jemaah Islamiyah
Chino, California	Chino (Califórnia)
Claremont, California	Claremont (Califórnia)
Truckee, California	Truckee
San Marcos, California	San Marcos (Califórnia)
Mission Viejo, California	Mission Viejo
Martinez, California	Martinez (Califórnia)
Rancho Mirage, California	Rancho Mirage
Kibo (ISS module)	Módulo de Experiências Japonês
Memnon	Mêmnon
Fansub	Fansub
Big Mac	Big Mac
Kronobiyolohiya	Cronobiologia
Friedrichsruhe	Friedrichsruhe
Princess Peach	Princesa Peach
Prosencephalon	Prosencéfalo
Sunagawa, Hokkaido	Sunagawa
Franz Ferdinand	Franz Ferdinand
Studio Deen	Studio Deen
Mga lugar ng pagdadausan ng Palarong Olimpiko 2008	Locais de competição dos Jogos Olímpicos de Verão de 2008
2161 Grissom	2161 Grissom
La Sierra, Cauca	La Sierra
Thanetian	Thanetiano
Diperensiya ng palaiwas na personalidad	Transtorno de personalidade esquiva
Chimichagua	Chimichagua
Boy Meets World	Boy Meets World
Fortuna, California	Fortuna (Califórnia)
Pambansang Palasyo (Hayti)	Palácio Nacional (Haiti)
Kastilang Riyoplatense	Espanhol rioplatense
Duranía	Duranía
Kipot ng Balabac	Estreito de Balabac
2334 Cuffey	2334 Cuffey
2984 Chaucer	2984 Chaucer
Invisible Woman	Mulher Invisível (Marvel Comics)
Bakenranef	Bakenrenef
Nasi goreng	Nasi goreng
Kromosomang 19 (tao)	Cromossoma 19 (humano)
Sexting	Sexting
2692 Chkalov	2692 Chkalov
Caucasia, Antioquia	Caucasia
Deadshot	Pistoleiro (DC Comics)
Higashimatsushima, Miyagi	Higashimatsushima
Australopithecine	Australopitecíneo
Asian Kung Fu Generation	Asian Kung-Fu Generation
2769 Mendeleev	2769 Mendeleev
Garuda Indonesia	Garuda Airlines
Pagbago ng kasarian	Mudança de sexo
Blacklash	Chicote Negro
Distrito ng Ordubad	Ordubad
Andromache (dula)	Andrômaca (Eurípides)
Ponedera	Ponedera
For Your Entertainment (album)	For Your Entertainment
Power Rangers: Wild Force	Power Rangers: Wild Force
Arroyo Hondo, Bolívar	Arroyo Hondo
Sabrina: The Animated Series	Sabrina Animated Series
Ray Ventura	Ray Ventura
Central Japan Railway Company	Central Japan Railway Company
Pony Canyon	Pony Canyon
Andros, Bahamas	Andros (Bahamas)
Toca, Boyacá	Toca (Boyacá)
Eid al-Adha	Festa do Sacrifício
Talaan ng mga bagay sa Sistemang Pang-araw batay sa laki	Lista dos objetos do sistema solar por tamanho
Jacqueline Andere	Jacqueline Andere
2507 Bobone	2507 Bobone
Captain Atom	Capitão Átomo
Cucutilla	Cucutilla
Agapornis	Agapornis
Osorkon I	Osorkon I
Saint-Germain-les-Paroisses	Saint-Germain-les-Paroisses
Ingrid Martz	Ingrid Martz
Doraemon: Nobita and the New Steel Troops: ~Angel Wings~	Doraemon e a Revolução dos Robôs
2325 Chernykh	2325 Chernykh
Tota, Boyacá	Tota (Colômbia)
Ralph Metcalfe	Ralph Metcalfe
Enterococcus	Enterococcus
Masaharu Homma	Masaharu Homma
Hiro Mizushima	Hiro Mizushima
Toshio Furukawa	Toshio Furukawa
Bruno Kirby	Bruno Kirby
Kevin Dillon	Kevin Dillon
Alfonso Herrera	Alfonso Herrera
Tim Tebow	Tim Tebow
Masaki Aiba	Masaki Aiba
La Mirada, California	La Mirada
Cabuyaro	Cabuyaro
Aguot	Haemulidae
César Castro	César Castro
G-Spot	Ponto G
2767 Takenouchi	2767 Takenouchi
Merikare	Merykare
Iwanuma, Miyagi	Iwanuma
Orlando Brown	Orlando Brown
William Harrison Ainsworth	William Harrison Ainsworth
2813 Zappalà	2813 Zappala
Konseho ng Hieria	Concílio de Hieria
Shiroi, Chiba	Shiroi
2500 Alascattalo	2500 Alascattalo
Falling in Reverse	Falling in Reverse
Greg Biffle	Greg Biffle
Patrícia Pillar	Patricia Pillar
Loveless (manga)	Loveless (mangá)
Tywon Lawson	Ty Lawson
Takahagi, Ibaraki	Takahagi
FremantleMedia	FremantleMedia
Pablo Montero	Pablo Montero
Chameleon (komiks)	Camaleão (Marvel Comics)
Tratado sa Buong Pagbawal ng mga Pagsusubok Nuklear	Tratado de Interdição Completa de Ensaios Nucleares
2601 Bologna	2601 Bologna
Granada	Grenada
2069 Hubble	2069 Hubble
Mary Marvel	Mary Marvel
2597 Arthur	2597 Arthur
Persiya	Pérsia (desambiguação)
Andrés García	Andrés García
Aklat ng mga Macabeo	Livros dos Macabeus
Alimpungat	Rude Awakening
Ozymandias	Ozymandias
2259 Sofievka	2259 Sofievka
Venecia (Colombia)	Venecia (Antioquia)
Alejandra Lazcano	Alejandra Lazcano
2941 Alden	2941 Alden
Kekkaishi	Kekkaishi
Augy, Aisne	Augy (Aisne)
Alfre Woodard	Alfre Woodard
Tonami, Toyama	Tonami
Artesia, Kaliporniya	Artesia (Califórnia)
2356 Hirons	2356 Hirons
Quota	Quórum
Mga Palarong Nemeo	Jogos Nemeus
Yu-Gi-Oh! Duel Monsters GX	Yu-Gi-Oh! GX
MegaMan NT Warrior	MegaMan NT Warrior
2872 Gentelec	2872 Gentelec
Ambleny	Ambleny
Hulang tumutupad sa sarili	Profecia autorrealizável
Labanan sa Look ng Maynila	Batalha de Cavite
Kabiserang Gobernasyon (Bahrain)	Província da Capital (Bahrein)
Jean-Marie Roland	Jean-Marie Roland de La Platière
2440 Educatio	2440 Educatio
Tamara, Casanare	Tamara (Casanare)
2780 Monnig	2780 Monnig
2742 Gibson	2742 Gibson
Atra-Hasis	Atrahasis
Aligeytor	Alligator (género)
2699 Kalinin	2699 Kalinin
2227 Otto Struve	2227 Otto Struve
2815 Soma	2815 Soma
Ginintuang Panahon ng mga Kastila	Século de Ouro Espanhol
Zatch Bell!	Zatch Bell!
2172 Plavsk	2172 Plavsk
Angel Beats!	Angel Beats!
Antonio Medellín	António Medellín
Angel Heart (manga)	Angel Heart (mangá)
Angel Sanctuary	Angel Sanctuary
Robert Iger	Robert Iger
Edward FitzGerald	Edward FitzGerald
Jiayuguan	Jiayuguan
2932 Kempchinsky	2932 Kempchinsky
2473 Heyerdahl	2473 Heyerdahl
Encinitas, California	Encinitas
Jinchang	Jinchang
Mas malaking kalamnang pandibdib	Músculo peitoral maior
San Sebastián de Buenavista	San Sebastián de Buenavista
Tianshui	Tianshui
Lutheran, Alemanya	Lutheran (Alemanha)
Shimotsuma, Ibaraki	Shimotsuma
Jiuquan	Jiuquan
El Carmen de Atrato	El Carmen de Atrato
2654 Ristenpart	2654 Ristenpart
Angelic Layer	Angelic Layer
Lambada	Lambada
Marsonnas	Marsonnas
Pingliang	Pingliang
Captain Marvel (DC Comics)	Capitão Marvel (DC Comics)
2240 Tsai	2240 Tsai
Ring	Ring
Arcadia, California	Arcadia (Califórnia)
Azumino, Nagano	Azumino (Nagano)
Istanbul Province	Istambul (província)
Hercules (Marvel Comics)	Hércules (Marvel Comics)
2330 Ontake	2330 Ontake
Hohhot	Hohhot
Talaan ng mga Titulado ng Miss Universe	Lista de vencedoras do Miss Universo
2477 Biryukov	2477 Biryukov
Wario	Wario
2010 Chebyshev	2010 Chebyshev
742 Edisona	742 Edisona
Negatibong kalayaan	Liberdades negativas
Diet ng Worms	Dieta de Worms
2278 Götz	2278 Gotz
Pangangasim ng sikmura	Pirose
Soul Eater (manga)	Soul Eater
Mitolohiyang Anglo-Sahon	Paganismo anglo-saxão
Saint-Maurice-de-Rémens	Saint-Maurice-de-Rémens
1974 Caupolican	1974 Caupolican
Kapatawaran	Perdão
Maria Cristina ng Austria	Maria Cristina de Habsburgo-Lorena
2924 Mitake-mura	2924 Mitake-mura
Sinobitis	Sinovite
Awara, Fukui	Awara
Luis Francisco Cuellar	Luis Francisco Cuéllar
2939 Coconino	2939 Coconino
Kaleido Star	Kaleido Star
Neuville-les-Dames	Neuville-les-Dames
Electra (Euripides)	Electra (Eurípides)
2167 Erin	2167 Erin
Dagat Camotes	Mar de Camotes
Con Banda: Grandes Éxitos	Thalía con banda - grandes éxitos
Nagaoka, Niigata	Nagaoka (Niigata)
Magnieu	Magnieu
Poway, California	Poway
Kromosomang 6 (tao)	Cromossoma 6
Talaan ng mga bilang	Lista de números
2300 Stebbins	2300 Stebbins
2915 Moskvina	2915 Moskvina
Marchamp	Marchamp
Romanus Pontifex	Romanus Pontifex
2700 Baikonur	2700 Baikonur
Omarosa Manigault	Omarosa Manigault
East Asia Summit	Cúpula do Leste Asiático
Etna, California	Etna (Califórnia)
Colette Marchand	Colette Marchand
Styx	Estige
2609 Kiril-Metodi	2609 Kiril-Metodi
2232 Altaj	2232 Altaj
2417 McVittie	2417 McVittie
City Hall	Paços do concelho
Labalme	Labalme
Oncieu	Oncieu
Diperensiya ng pagkabalisa	Transtorno da ansiedade
Titiribí	Titiribí
2032 Ethel	2032 Ethel
Edwin Jarvis	Edwin Jarvis
Zapayán	Zapayán
Ray Charles	Ray Charles
Sopbol sa Palarong Olimpiko sa Tag-init 2008	Softbol nos Jogos Olímpicos de Verão de 2008
Kathy Bates	Kathy Bates
2246 Bowell	2246 Bowell
2926 Caldeira	2926 Caldeira
Matt Frewer	Matt Frewer
Sosyalistikong Pederatibong Republikang Soviet ng Transcaucasia	República Socialista Federativa Soviética Transcaucasiana
San Martín, Cesar	San Martín (Cesar)
Meteor Garden	Meteor Garden
Trickster (komiks)	Trapaceiro
2892 Filipenko	2892 Filipenko
Camille Winbush	Camille Winbush
2173 Maresjev	2173 Maresjev
Patis	Molho de peixe
Campamento, Antioquia	Campamento (Antioquia)
2024 McLaughlin	2024 McLaughlin
Red Bluff, California	Red Bluff
Bulalo (anatomiya)	Medula óssea
Anay	Isoptera
Papa Aniceto	Papa Aniceto
Katsudō Shashin	Katsudō Shashin
Mitolohiyang Maori	Mitologia maori
Honey and Clover	Honey & Clover
El Retén	El Retén
2619 Skalnaté Pleso	2619 Skalnate Pleso
Maarten Schmidt	Maarten Schmidt
Animal Man	Homem-Animal
1996 Adams	1996 Adams
Anserma, Caldas	Anserma
2735 Ellen	2735 Ellen
La Tranclière	La Tranclière
Göhren, Parchim	Göhren (Tramm)
Simorgh	Simurgh
Pagpupulong pang-anime	Convenção de anime
Anime International Company	Anime International Company
Makurazaki, Kagoshima	Makurazaki
Sister, Sister (TV series)	Sister, Sister
Takelot I	Takelot I
Blind Faith (komiks)	Blind Faith
Burakumin	Burakumin
Parokya ng Saint John, Antigua at Barbuda	Saint John (Antígua e Barbuda)
Huron	Huron
Kapulungan ng mga Konseho	Câmara dos Conselheiros
C. Auguste Dupin	C. Auguste Dupin
1152 Pawona	1152 Pawona
2697 Albina	2697 Albina
Dangun	Dangun
Tammuz (Diyos)	Tamuz
Vaux-en-Bugey	Vaux-en-Bugey
Crottet	Crottet
2377 Shcheglov	2377 Shcheglov
Saint-Julien-sur-Reyssouze	Saint-Julien-sur-Reyssouze
Dan Inosanto	Dan Inosanto
Dan	Dã
Robert W. Wood	Robert Williams Wood
Clayface	Cara-de-Barro
Flash Thompson	Flash Thompson
Enrique ng Malacca	Henrique de Malaca
Adenoid	Adenoide
Alejandro Fernández	Alejandro Fernández
Sid Caesar	Sid Caesar
Don Knotts	Don Knotts
Reggie Bush	Reggie Bush
José Acosta	José de Acosta
Sean Morley	Sean Morley
Takashi Sorimachi	Takashi Sorimachi
Emperador Kōmyō	Imperador Kōmyō
Paddy Roy Bates	Paddy Roy Bates
Roberto Gómez Bolaños	Roberto Gómez Bolaños
Eduardo Quisumbing	Eduardo Quisumbing y Arguelles
Satchel Paige	Satchel Paige
Henry Peter Gyrich	Henry Peter Gyrich
Martsa ng Kamatayan sa Bataan	Marcha da Morte de Bataan
Juan Manuel Márquez	Juan Manuel Márquez
Mr. Freeze	Senhor Frio
Benjamin Banneker	Benjamin Banneker
Victor Buono	Victor Buono
Fifty Shades of Grey	Fifty Shades of Grey
Iskanlasyon	Scanlation
Katt Williams	Katt Williams
Haruehun Airry	Haruehun Airry
Hamish Linklater	Hamish Linklater
Sinbad (artista)	Sinbad (comediante)
Sistemang pantanaw	Visão
Bedelyo	Bdélio
Domsühl	Domsühl
Dobin am See	Dobin am See
Crivitz	Crivitz
Parchim	Parchim
Goldberg, Alemanya	Goldberg (Alemanha)
Brüel	Brüel
Damm, Parchim	Damm (Parchim)
Lübz	Lübz
Neu Poserin	Neu Poserin
Dabel	Dabel
Groß Godems	Groß Godems
Karrenzin	Karrenzin
Dobbertin	Dobbertin
Marnitz	Marnitz
Charlie Murphy	Charlie Murphy
Barnin	Barnin
Carrot Top	Carrot Top
Ganzlin	Ganzlin
Barkhagen	Barkhagen
Papa Avilius ng Alehandriya	Abílio de Alexandria
Bülow, Alemanya	Bülow (Alemanha)
Kritzow	Kritzow
Kobrow	Kobrow
William Levy	William Levy
Mezezius	Mecécio
Yan Fu	Yan Fu
Takelot II	Takelot II
Georges Urbain	Georges Urbain
Jack McBrayer	Jack McBrayer
Joan Fuster	Joan Fuster
Steve Oedekerk	Steve Oedekerk
Manhwa	Manhwa
Miguel Ángel Rodríguez	Miguel Ángel Rodríguez Echeverría
David Alan Grier	David Alan Grier
Orlando Jordan	Orlando Jordan
Billy Gardell	Billy Gardell
Annaka, Gunma	Annaka
Pilosopiya ng edukasyon	Filosofia da educação
S • A: Special A	S · A: Special A
Gog	Gog (desambiguação)
Mga rehiyong pang-ekonomiko ng Rusya	Regiões econômicas da Rússia
PH ng lupa	Acidez no solo
Balot	Balot
2308 Schilt	2308 Schilt
1956 Artek	1956 Artek
Hapunan	Ceia
Malambo, Colombia	Malambo (Colômbia)
Manhattan Beach, Kaliporniya	Manhattan Beach (Califórnia)
2496 Fernandus	2496 Fernandus
Pagbabagong Taika	Reformas Taika
Pismo Beach, California	Pismo Beach
Piedmont, California	Piedmont (Califórnia)
Okegawa, Saitama	Okegawa
2450 Ioannisiani	2450 Ioannisiani
Mga Ebreo	Hebreus
IEEE 802.3	IEEE 802.3
Jack Duarte	Jack Duarte
Tsubame, Niigata	Tsubame
Genoa	Genoa
Isdang pilak ng Antartiko	Pleuragramma antarcticum
2762 Fowler	2762 Fowler
Pampurga	Anti-helmíntico
Eiza González	Eiza González
Kromosomang 8 (tao)	Cromossoma 8 (humano)
2966 Korsunia	2966 Korsunia
Desert Hot Springs, California	Desert Hot Springs
Tosashimisu, Kōchi	Tosashimizu
Pasma	Espasmo
Anti-ballistic missile	Míssil antibalístico
Siggelkow	Siggelkow
Anti-androheno	Antiandrógeno
Lungsod ng Lapu-Lapu	Cidade do Lapu-Lapu
Beast Boy	Mutano
Cerritos, Kaliporniya	Cerritos (Califórnia)
Baron Strucker	Barão von Strucker
Kapre	Kapre
Midori, Gunma	Midori (cidade)
Saint-Vulbas	Saint-Vulbas
San Leandro	Leandro de Sevilha
Kai, Yamanashi	Kai (Yamanashi)
Chief Dan George	Dan George
Doctor Octopus	Doutor Octopus
Doll Man	Doll Man
Belleau, Aisne	Belleau (Aisne)
Firestar	Firestar
Boys Be...	Boys Be
Cressin-Rochefort	Cressin-Rochefort
Lungsod ng Cathedral, California	Cathedral City
Fort Bragg, California	Fort Bragg (Califórnia)
2375 Radek	2375 Radek
Chevroux, Ain	Chevroux
Gerrhosauridae	Gerrhosauridae
Thornton, Colorado	Thornton (Colorado)
Mocoa	Mocoa
Haramachi, Fukushima	Haramachi
Himnastika sa Palarong Olimpiko sa Tag-init 2008	Ginástica nos Jogos Olímpicos de Verão de 2008
Jump Ultimate Stars	Jump Ultimate Stars
Dommartin, Ain	Dommartin (Ain)
Lauan	Dipterocarpaceae
Celaya	Celaya
2559 Svoboda	2559 Svoboda
2936 Nechvíle	2936 Nechvile
2349 Kurchenko	2349 Kurchenko
3000 Leonardo	3000 Leonardo
2763 Jeans	2763 Jeans
Joetsu, Niigata	Joetsu
2755 Avicenna	2755 Avicenna
2056 Nancy	2056 Nancy
810 Atossa	810 Atossa
Life with Derek	Life with Derek
2221 Chilton	2221 Chilton
Sgt. Frog	Sgt. Keron
Antisikiyatriya	Antipsiquiatria
Paninirahang Israeli	Colônias israelenses
2974 Holden	2974 Holden
2589 Daniel	2589 Daniel
Hikaru no Go	Hikaru no Go
Saki (manga)	Saki (mangá)
2918 Salazar	2918 Salazar
2418 Voskovec-Werich	2418 Voskovec-Werich
Tarot	Tarot
2933 Amber	2933 Amber
359 Georgia	359 Georgia
2140 Kemerovo	2140 Kemerovo
Programang Lunar Orbiter	Programa Lunar Orbiter
2633 Bishop	2633 Bishop
2389 Dibaj	2389 Dibaj
2314 Field	2314 Field
2622 Bolzano	2622 Bolzano
Bando, Ibaraki	Bando (Ibaraki)
Bentilasyon	Ventilação
2761 Eddington	2761 Eddington
2519 Annagerman	2519 Annagerman
Hindi Trinitarianismo	Antitrinitarismo
Fort Jones, California	Fort Jones
Anti-Siyonismo	Antissionismo
Human Torch (Johnny Storm)	Tocha Humana
Mariringal na mga metal	Metal nobre
Flamen	Flâmine
Yanagawa, Pukuoka	Yanagawa
2739 Taguacipa	2739 Taguacipa
René Muñoz	René Muñoz
Jon Hall	Jon Hall (ator)
Peace Maker Kurogane	Peacemaker Kurogane
Attack on Titan	Shingeki no Kyojin
Malikhaing pagsusulat	Criação literária
Victoria, Caldas	Victoria (Colômbia)
2526 Alisary	2526 Alisary
Mustin	Mustin (Mecklemburgo-Pomerânia Ocidental)
Paso Robles, California	El Paso de Robles (Califórnia)
2494 Inge	2494 Inge
Enchantress (Marvel Comics)	Encantor
2958 Arpetito	2958 Arpetito
Carpinteria, California	Carpinteria
2544 Gubarev	2544 Gubarev
Saint-Rambert-en-Bugey	Saint-Rambert-en-Bugey
Estadyong Olimpiko	Estádio Olímpico
Mike, ang Pugot na Manok	Mike, o frango sem cabeça
Sabanalarga, Antioquia	Sabanalarga
2399 Terradas	2399 Terradas
Lilo and Stitch: The Series	Lilo and Stitch: The Series
Prince George, British Columbia	Prince George
Chromatiaceae	Chromatiaceae
Nariño, Antioquia	Nariño (Antioquia)
Baʿal	Baal
Hotohori	Lista de personagens de Fushigi Yugi
Gallin-Kuppentin	Gallin-Kuppentin
Arvada, Colorado	Arvada (Colorado)
Lalawigan ng Teherán	Teerão (província)
Los Banos, California	Los Banos
Cheignieu-la-Balme	Cheignieu-la-Balme
2996 Bowman	2996 Bowman
Sahagún, Córdoba	Sahagún (Córdoba)
2489 Suvorov	2489 Suvorov
Obserbatoryong Batikano	Observatório do Vaticano
My Fair Lady	My Fair Lady (musical)
Ginowan, Okinawa	Ginowan
