Aprika	África
Grup:Kolorado	Categoria:Colorado
Templet:Fossil range/marker	Predefinição:Período fóssil/marcador
Templet:PD-self	Predefinição:PD-self
Templet:Spa	Predefinição:Cpu
Templet:Cc-sa-1.0	Predefinição:Cc-sa
Templet:ENG	Predefinição:ENG
Templet:Merge	Predefinição:Fusão
Grup:Politikis long PNG	Categoria:Política da Papua-Nova Guiné
Templet:Infobokis Tokples/family-color	Predefinição:Info/Língua/corfamília
Templet:User hu-1	Predefinição:User hu-1
Templet:User no-1	Predefinição:User no-1
Templet:User ru-1	Predefinição:User ru-1
Grup:Ubuntu	Categoria:Ubuntu Linux
Grup:Manmeri bilong Belaras	Categoria:Bielorrussos
Grup:Manmeri bilong Papua Niugini	Categoria:Papuásios
Templet:Country data Kosovo	Predefinição:Country data Kosovo
Grup:Intanet kod	Categoria:Domínios de topo
Templet:Country data Aruba	Predefinição:Country data Aruba
Grup:User no-2	Categoria:Usuário no-2
Grup:User no	Categoria:Usuários no
Grup:Armenia	Categoria:Arménia
Grup:Bhutan	Categoria:Butão
Templet:Country data Antigua and Barbuda	Predefinição:Country data Antígua e Barbuda
Grup:Ples balus	Categoria:Aeroportos
Grup:Ol nesenel plak	Categoria:Bandeiras nacionais
Grup:Not Koria	Categoria:Coreia do Norte
Grup:Manmeri bilong Nauru	Categoria:Nauruanos
Grup:Manmeri bilong Ostrelia	Categoria:Australianos
Grup:Vanuatu	Categoria:Vanuatu
Grup:Korea	Categoria:Coreia
Templet:ISO 639 name	Predefinição:ISO 639 nome
Templet:PAGENAMEBASE	Predefinição:PAGENAMEBASE
Templet:Country data Wels	Predefinição:Country data País de Gales
Templet:Country data Papua Niugini	Predefinição:Country data Papua-Nova Guiné
Grup:Papua Niugini	Categoria:Papua-Nova Guiné
Grup:Ol kantri long Pasifik	Categoria:Países da Oceania
Grup:Ol kantri long Not Amerika	Categoria:Países da América do Norte
Grup:Ol tokples bilong Yurop	Categoria:Línguas da Europa
Grup:Ol maunten bilong Papua Niugini	Categoria:Montanhas da Papua-Nova Guiné
Templet:Incubator	Predefinição:Incubadora
Grup:Ol Abus	Categoria:Animais
Grup:Ol kantri long Saut Amerika	Categoria:Países da América do Sul
Grup:Ol bokis bilong musik	Categoria:Instrumentos musicais
Grup:Piano	Categoria:Piano
Grup:Ol kapitol bilong kantri	Categoria:Capitais
Grup:Akiolosi	Categoria:Arqueologia
Grup:Ilektrisiti	Categoria:Eletricidade
Grup:Yusa pl	Categoria:Usuários pl
Grup:Famili	Categoria:Família
Templet:Infobokis Tokples	Predefinição:Info/Língua
Grup:Osenia	Categoria:Oceania
Grup:Ol tokples bilong Osenia	Categoria:Línguas da Oceania
Grup:Ol kapitol bilong Not Amerika	Categoria:Capitais da América do Norte
Grup:Ol ailan bilong Papua Niugini	Categoria:Ilhas da Papua-Nova Guiné
Grup:Kalsa bilong Papua Niugini	Categoria:Cultura de Papua-Nova Guiné
Grup:Ol kapitol bilong Yurop	Categoria:Capitais da Europa
Grup:Ol kapitol bilong Esia	Categoria:Capitais da Ásia
Grup:Ol tokples bilong Vanuatu	Categoria:Línguas de Vanuatu
Grup:Ol tokples bilong Papua Niugini	Categoria:Línguas de Papua-Nova Guiné
Templet:CompactTOC	Predefinição:Peqind
Templet:Dmbox	Predefinição:Dmbox
Templet:FOTW	Predefinição:FOTW
Templet:NUMBEROF	Predefinição:Variáveis
Templet:H:title	Predefinição:H:title
Templet:WAL	Predefinição:WAL
Templet:Country data Spain	Predefinição:Country data Espanha
Templet:PD-old-100	Predefinição:PD-PTBR
Templet:If pagename	Predefinição:If pagename
Templet:Country data Canada	Predefinição:Country data Canadá
Templet:Color box	Predefinição:Caixa cor
Templet:Flag	Predefinição:Flag
Templet:Country data Anguilla	Predefinição:Country data Anguilla
Templet:Country data Burma	Predefinição:Country data Burma
Templet:Country data Cocos (Keeling) Islands	Predefinição:Country data Ilhas Cocos (Keeling)
Templet:Country data Isle of Man	Predefinição:Country data Ilha de Man
Templet:Country data Singapore	Predefinição:Country data Singapura
Templet:Tok-pl	Predefinição:Lang-pl
Saina (kainkain mining)	China (desambiguação)
Trojany	Trojany
Grup:Ol kantri long Esia	Categoria:Países da Ásia
Grup:Ol kantri long Amerika	Categoria:Países da América
Grup:Wikipedia semi-protected templates	Categoria:Semi-protected templates
Templet:Tok-is	Predefinição:Lang-is
Templet:MasKalendar	Predefinição:Calendário de março
Grup:Ol plak templet	Categoria:Sistema de predefinição de bandeiras
Templet:Sister	Predefinição:Irmão
Grup:Ol kantri long Sentrel Amerika	Categoria:Países da América Central
Templet:Precision	Predefinição:Precision/tz
Grup:Aialan	Categoria:Irlanda
Grup:Linux	Categoria:Linux
Grup:Tebol bilong ol elemen	Categoria:Tabela periódica
Grup:León provins	Categoria:Província de León
Grup:Valencia provins	Categoria:Valência (província)
Grup:Burgos provins	Categoria:Província de Burgos
Templet:Ol web kala2	Predefinição:Tripleto hexadecimal
Grup:Kala	Categoria:Cor
Grup:Ol yunit bilong taim	Categoria:Unidades de tempo
Grup:Alicante provins	Categoria:Província de Alicante
Templet:EUR	Predefinição:EU
Grup:Ol siti na taun	Categoria:Cidades
Grup:Yusa en-1	Categoria:Usuário en-1
Grup:Yusa de-1	Categoria:Usuário de-1
Templet:Nowrap begin	Predefinição:Nowrap begin
Templet:NUMBEROF/data	Predefinição:NUMBEROF/data
Templet:PD-author/mk	Predefinição:SemDireitosReservados
Templet:Userbox-level	Predefinição:Userbox-nível
Templet:Start date	Predefinição:Data de início
Templet:User dsb-1	Predefinição:User dsb-1
Templet:Tim	Predefinição:Tim
Templet:User hu-2	Predefinição:User hu-2
Templet:User th-2	Predefinição:User th-2
Templet:User hu-3	Predefinição:User hu-3
Templet:1000	Predefinição:1000 artigos essenciais
Templet:Iso2country	Predefinição:Iso2país
Templet:Infobokis Tokples/genetic2	Predefinição:Info/Língua/genetic2
Templet:Style/IPA	Predefinição:Style/IPA
Templet:Style/yid	Predefinição:Style/yid
Templet:Scinote/e	Predefinição:Scinote/e
Templet:Country data Cameroon	Predefinição:Country data Camarões
Sipesol:Nupela senis	Especial:Mudanças recentes
