Afrik	África
Farmland, Indiana	Farmland
Garden City, Dakota disid	Garden City (Dakota do Sul)
Williams, Kalifòni	Williams (Califórnia)
Hallam, Nebraska	Hallam (Nebraska)
Greenup, Kentucky	Greenup (Kentucky)
Calvin, Lwizyana	Calvin (Luisiana)
Russell, Kentucky	Russell (Kentucky)
Frontenac, Kansas	Frontenac (Kansas)
Milltown, Indiana	Milltown (Indiana)
Toronto, Dakota disid	Toronto (Dacota do Sul)
Callaway, Nebraska	Callaway (Nebraska)
Rose Lodge, Oregon	Rose Lodge
Neskowin, Oregon	Neskowin
Prospect, Kentucky	Prospect (Kentucky)
Commerce, Georgie	Commerce (Geórgia)
Greenfield, Oklahoma	Greenfield (Oklahoma)
Harwood, Missouri	Harwood (Missouri)
North Myrtle Beach, Kawolin disid	North Myrtle Beach
Skedee, Oklahoma	Skedee
Upland, Nebraska	Upland (Nebraska)
Davey, Nebraska	Davey (Nebraska)
Colbert, Oklahoma	Colbert (Oklahoma)
Deweese, Nebraska	Deweese
Sibley, Missouri	Sibley (Missouri)
Lake City, Georgie	Lake City (Geórgia)
Salt Lick, Kentucky	Salt Lick
Sutherland, Nebraska	Sutherland (Nebraska)
Rockville, Nebraska	Rockville (Nebraska)
Cottonwood, Dakota disid	Cottonwood (Dacota do Sul)
North Middletown, Kentucky	North Middletown (Kentucky)
North Enid, Oklahoma	North Enid
Bloomfield, Indiana	Bloomfield (Indiana)
Hayes Center, Nebraska	Hayes Center
Warfield, Kentucky	Warfield (Kentucky)
Dunning, Nebraska	Dunning (Nebraska)
Waynoka, Oklahoma	Waynoka
Logan, Kansas	Logan (Kansas)
Meadow Grove, Nebraska	Meadow Grove
Ulen, Indiana	Ulen (Indiana)
Forest Hills, Kentucky	Forest Hills (Kentucky)
Edgewood, Kentucky	Edgewood (Kentucky)
Stonewall, Lwizyana	Stonewall (Luisiana)
Vidalia, Georgie	Vidalia (Geórgia)
Pine, Arizona	Pine (Arizona)
Ty Ty, Georgie	Ty Ty
Cotesfield, Nebraska	Cotesfield
Midtown, Tennessee	Midtown (Tennessee)
Cimarron City, Oklahoma	Cimarron City
North Augusta, Kawolin disid	North Augusta
North Utica, Ilinwa	North Utica
Bradley, Dakota disid	Bradley (Dacota do Sul)
Woodburn, Indiana	Woodburn (Indiana)
Edison, Georgie	Edison (Geórgia)
Wadley, Georgie	Wadley (Geórgia)
Redkey, Indiana	Redkey
Johnson, Oklahoma	Johnson (Oklahoma)
Tangent, Oregon	Tangent
Ansavo (komin)	Anse-à-Veau
Canyon City, Oregon	Canyon City (Oregon)
Reyaktif limitatif	Reagente limitante
Bishop, Georgie	Bishop (Geórgia)
Waterloo, Indiana	Waterloo (Indiana)
Eagle Butte, Dakota disid	Eagle Butte
Konawa, Oklahoma	Konawa
Rockmart, Georgie	Rockmart
Greenbrier, Tennessee	Greenbrier (Tennessee)
Odon, Indiana	Odon (Indiana)
Middlebury, Indiana	Middlebury (Indiana)
Utica, Nebraska	Utica (Nebraska)
Newtown, Indiana	Newtown (Indiana)
Vinton, Texas	Vinton (Texas)
Gate, Oklahoma	Gate (Oklahoma)
Chain-O-Lakes, Missouri	Chain-O-Lakes
Gridley, Kalifòni	Gridley (Califórnia)
Pink, Oklahoma	Pink (Oklahoma)
Pelham, Georgie	Pelham (Geórgia)
Hudson, Indiana	Hudson (Indiana)
Sky Valley, Georgie	Sky Valley
Cherry Hill, New Jersey	Cherry Hill
Ilion, New York	Ilion
Jeremi (awondisman)	Jeremias (arrondissement)
Pòsali (awondisman)	Port-Salut (arrondissement)
Jamestown, Oklahoma	Jamestown (Oklahoma)
Jakmèl (awondisman)	Jacmel (arrondissement)
Akil dinò (komin)	Acul-du-Nord
Obòy (awondisman)	Borgne (arrondissement)
Bonbon (komin)	Trou-Bonbon
Chadonyè (komin)	Chardonnières
Miragwàn (awondisman)	Miragoâne (arrondissement)
Twou dinò (awondisman)	Trou du Nord (arrondissement)
Dedin (komin)	Desdunes
Lèziwa (komin)	Les Irois
Fonvèrèt (komin)	Fonds-Verrettes
Tomazo (komin)	Thomazeau
Ti Rivyè Latibonit (komin)	Petite Rivière de l'Artibonite
Plezans (awondisman)	Plaisance (arrondissement)
Koto (awondisman)	Côteaux (arrondissement)
Benè (awondisman)	Bainet (arrondissement)
Brodhead, Kentucky	Brodhead (Kentucky)
Flemingsburg, Kentucky	Flemingsburg
Annada, Missouri	Annada
Pine Village, Indiana	Pine Village
Hetland, Dakota disid	Hetland
Wagoner, Oklahoma	Wagoner (Oklahoma)
Alessandro Marchetti	Alessandro Marchetti (matemático)
Lowell, Oregon	Lowell (Oregon)
Jordan Valley, Oregon	Jordan Valley
Loogootee, Indiana	Loogootee
Belleville, Kansas	Belleville (Kansas)
Brussels, Ilinwa	Brussels (Illinois)
West Union, Ohio	West Union (Ohio)
Central (Alaska)	Central (Alasca)
Alpena, Dakota disid	Alpena (Dakota do Sul)
Bartley, Nebraska	Bartley (Nebraska)
Sugden, Oklahoma	Sugden
Silo, Oklahoma	Silo (Oklahoma)
Windy Hills, Kentucky	Windy Hills
Marquette, Nebraska	Marquette (Nebraska)
Saint Helena, Nebraska	St. Helena (Nebraska)
Quay, Oklahoma	Quay (Oklahoma)
Stapleton, Nebraska	Stapleton (Nebraska)
Locust Grove, Georgie	Locust Grove (Geórgia)
Millard, Missouri	Millard (Missouri)
Michiana Shores, Indiana	Michiana Shores
North Hempstead, New York	North Hempstead
Mamlad (awondisman)	Marmelade (arrondissement)
Churubusco, Indiana	Churubusco (Indiana)
Selby, Dakota disid	Selby (Dacota do Sul)
Walterboro, Kawolin disid	Walterboro
Murdo, Dakota disid	Murdo (Dacota do Sul)
Kadoka, Dakota disid	Kadoka
Trenton, Nebraska	Trenton (Nebraska)
Burke, Dakota disid	Burke (Dacota do Sul)
Frederick, Dakota disid	Frederick (Dakota do Sul)
Woonsocket, Dakota disid	Woonsocket (Dakota do Sul)
McCormick, Kawolin disid	McCormick (Carolina do Sul)
Village of Oak Creek, Arizona	Big Park
Vòl	Furto
Hohenwald, Tennessee	Hohenwald
Grovetown, Georgie	Grovetown
Brookville, Indiana	Brookville (Indiana)
Versailles, Indiana	Versailles (Indiana)
Tracy City, Tennessee	Tracy City
Tifton, Georgie	Tifton
Weleetka, Oklahoma	Weleetka
Joseph, Oregon	Joseph (Oregon)
Newburgh, Indiana	Newburgh (Indiana)
Capron, Oklahoma	Capron (Oklahoma)
Hazlehurst, Georgie	Hazlehurst (Geórgia)
Taloga, Oklahoma	Taloga
Clio, Kawolin disid	Clio (Carolina do Sul)
Strathmoor Village, Kentucky	Strathmoor Village
Demorest, Georgie	Demorest
Marvin, Dakota disid	Marvin (Dacota do Sul)
Fairburn, Dakota disid	Fairburn (Dakota do Sul)
Woodville, Oklahoma	Woodville (Oklahoma)
Elizabeth, Indiana	Elizabeth (Indiana)
Maurice, Lwizyana	Maurice (Luisiana)
Lutcher, Lwizyana	Lutcher (Luisiana)
Woodruff, Kawolin disid	Woodruff (Carolina do Sul)
Youngsville, Lwizyana	Youngsville (Luisiana)
Mullins, Kawolin disid	Mullins
Maxeys, Georgie	Maxeys
Scott, Lwizyana	Scott (Luisiana)
Hiawassee, Georgie	Hiawassee
Shoals, Indiana	Shoals
Mauckport, Indiana	Mauckport
Williamsport, Indiana	Williamsport (Indiana)
Rockville, Indiana	Rockville (Indiana)
Denton, Kansas	Denton (Kansas)
Louisville, Nebraska	Louisville (Nebraska)
Ludowici, Georgie	Ludowici
Lumpkin, Georgie	Lumpkin
Green, Kansas	Green (Kansas)
Oxford, Georgie	Oxford (Geórgia)
Foss, Oklahoma	Foss (Oklahoma)
Louisville, Kansas	Louisville (Kansas)
Endicott, Nebraska	Endicott (Nebraska)
Wilmore, Kentucky	Wilmore (Kentucky)
Park City, Kansas	Park City (Kansas)
Tellico Plains, Tennessee	Tellico Plains
Tell City, Indiana	Tell City
Troy, Tennessee	Troy (Tennessee)
Jacksboro, Tennessee	Jacksboro (Tennessee)
Gay, Georgie	Gay (Geórgia)
Mer Rouge, Lwizyana	Mer Rouge
Montezuma, Kansas	Montezuma (Kansas)
Richland, Oregon	Richland (Oregon)
Jackson, Kentucky	Jackson (Kentucky)
Geneva, Georgie	Geneva (Geórgia)
State Line City, Indiana	State Line City
Wilburton, Oklahoma	Wilburton
Oracle, Arizona	Oracle (Arizona)
Templeton, Iowa	Templeton (Iowa)
Clinton, Nebraska	Clinton (Nebraska)
Roseland, Nebraska	Roseland (Nebraska)
Minooka, Ilinwa	Minooka
Meadowview Estates, Kentucky	Meadowview Estates
Axtell, Nebraska	Axtell (Nebraska)
Stringtown, Oklahoma	Stringtown
Economy, Indiana	Economy (Indiana)
Sprague, Nebraska	Sprague (Nebraska)
Belgrade, Nebraska	Belgrade (Nebraska)
Mountain City, Tennessee	Mountain City (Tennessee)
Pinetop-Lakeside, Arizona	Pinetop-Lakeside
Cold Spring, Kentucky	Cold Spring (Kentucky)
Millhousen, Indiana	Millhousen
Cosby, Missouri	Cosby (Missouri)
Lake City, Dakota disid	Lake City (Dacota do Sul)
Ross, Kalifòni	Ross (Califórnia)
Loch Arbour, New Jersey	Loch Arbour
Minor Lane Heights, Kentucky	Minor Lane Heights
Cohutta, Georgie	Cohutta
Ridgely, Tennessee	Ridgely (Tennessee)
Hyden, Kentucky	Hyden (Kentucky)
Palmyra, Nebraska	Palmyra (Nebraska)
Druid Hills, Kentucky	Druid Hills (Kentucky)
Tompkinsville, Kentucky	Tompkinsville
Mission, Kansas	Mission (Kansas)
Republican City, Nebraska	Republican City
Ambrose, Georgie	Ambrose (Geórgia)
Drain, Oregon	Drain (Oregon)
Minden, Lwizyana	Minden (Luisiana)
Seneca, Dakota disid	Seneca (Dacota do Sul)
Uplands Park, Missouri	Uplands Park
1 (menm non)	1 (desambiguação)
2 (menm non)	2 (desambiguação)
7 (menm non)	7 (desambiguação)
Milan, Georgie	Milan (Geórgia)
Bethany, Indiana	Bethany (Indiana)
Maupin, Oregon	Maupin
Keysville, Georgie	Keysville (Geórgia)
Kingdom City, Missouri	Kingdom City
Kenefic, Oklahoma	Kenefic
Cottageville, Kawolin disid	Cottageville
Forest Acres, Kawolin disid	Forest Acres
River Bend, Missouri	River Bend (Missouri)
Colbert, Georgie	Colbert (Geórgia)
Crescent Springs, Kentucky	Crescent Springs
Raymond, Dakota disid	Raymond (Dakota do Sul)
Luigi Fantappiè	Luigi Fantappiè
Calumet, Oklahoma	Calumet (Oklahoma)
Brunswick, Nebraska	Brunswick (Nebraska)
Plum Branch, Kawolin disid	Plum Branch
Fincastle, Kentucky	Fincastle (Kentucky)
Lillie, Lwizyana	Lillie (Luisiana)
Pine Lake, Georgie	Pine Lake
Wowoli	Gergelim
Springport, Indiana	Springport (Indiana)
Ramona, Dakota disid	Ramona (Dakota do Sul)
Roann, Indiana	Roann
Sycamore, Kentucky	Sycamore (Kentucky)
Randolph, Missouri	Randolph (Missouri)
Hemingford, Nebraska	Hemingford
Rush Springs, Oklahoma	Rush Springs
Scappoose, Oregon	Scappoose
Osborne, Kansas	Osborne (Kansas)
Broeck Pointe, Kentucky	Broeck Pointe
Macomb, Oklahoma	Macomb (Oklahoma)
Nora, Nebraska	Nora (Nebraska)
Creston, Ohio	Creston (Ohio)
Denham Springs, Lwizyana	Denham Springs
Trumbull, Nebraska	Trumbull (Nebraska)
Salem, Kentucky	Salem (Kentucky)
McCurtain, Oklahoma	McCurtain
Newington, Georgie	Newington (Geórgia)
Martin, Tennessee	Martin (Tennessee)
Hollyvilla, Kentucky	Hollyvilla
Twin City, Georgie	Twin City
Wheeler, Oregon	Wheeler (Oregon)
Elyria, Nebraska	Elyria (Nebraska)
Hamlin, Kansas	Hamlin (Kansas)
Clark, Dakota disid	Clark (Dakota do Sul)
Yountville, Kalifòni	Yountville
Union Point, Georgie	Union Point
Haubstadt, Indiana	Haubstadt
East Millcreek, Utah	East Millcreek
Chouteau, Oklahoma	Chouteau
Ericson, Nebraska	Ericson (Nebraska)
Boyce, Lwizyana	Boyce (Luisiana)
Gayville, Dakota disid	Gayville
Viola, Tennessee	Viola (Tennessee)
Mount Carmel, Indiana	Mount Carmel (Indiana)
Thomson, Georgie	Thomson (Geórgia)
Ruby, Kawolin disid	Ruby (Carolina do Sul)
Glasco, Kansas	Glasco (Kansas)
Russell Springs, Kentucky	Russell Springs (Kentucky)
Moorefield, Nebraska	Moorefield (Nebraska)
Winterville, Georgie	Winterville (Geórgia)
Westfir, Oregon	Westfir
Salem, Nebraska	Salem (Nebraska)
Cedar Mill, Oregon	Cedar Mill
Springtown, Texas	Springtown (Texas)
Ehrhardt, Kawolin disid	Ehrhardt
San Manuel, Arizona	San Manuel (Arizona)
Union City, Indiana	Union City (Indiana)
Crane, Indiana	Crane (Indiana)
Rockford, Tennessee	Rockford (Tennessee)
Johnsonville, Kawolin disid	Johnsonville (Carolina do Sul)
White House, Tennessee	White House (Tennessee)
Mangham, Lwizyana	Mangham
Fredonia, Kentucky	Fredonia (Kentucky)
Cairo, Nebraska	Cairo (Nebraska)
Vidette, Georgie	Vidette
Batesville, Indiana	Batesville (Indiana)
Novelty, Missouri	Novelty (Missouri)
Lebanon, Dakota disid	Lebanon (Dacota do Sul)
Brooksburg, Indiana	Brooksburg
East Hodge, Lwizyana	East Hodge
Cedar Creek, Nebraska	Cedar Creek
Jefferson City, Tennessee	Jefferson City (Tennessee)
Owingsville, Kentucky	Owingsville
Duquesne, Missouri	Duquesne (Missouri)
Pendergrass, Georgie	Pendergrass (Geórgia)
Doniphan, Nebraska	Doniphan (Nebraska)
Saginaw, Missouri	Saginaw (Missouri)
Ten Broeck, Kentucky	Ten Broeck
Hiltonia, Georgie	Hiltonia
Rensselaer, Missouri	Rensselaer (Missouri)
Rivergrove, Oregon	Rivergrove
Junction City, Oregon	Junction City (Oregon)
Bloomfield, Kentucky	Bloomfield (Kentucky)
Lavonia, Georgie	Lavonia
Chickasha, Oklahoma	Chickasha
Marion, Oregon	Marion (Oregon)
Sylvester, Georgie	Sylvester (Geórgia)
Scio, Oregon	Scio (Oregon)
Ramer, Tennessee	Ramer
Somon	Salmão
Cumberland Gap, Tennessee	Cumberland Gap
Woodstock, Georgie	Woodstock (Geórgia)
Metter, Georgie	Metter
Pauls Valley, Oklahoma	Pauls Valley
Bushnell, Nebraska	Bushnell (Nebraska)
Quapaw, Oklahoma	Quapaw
Rockham, Dakota disid	Rockham
1001 (menm non)	1001 (desambiguação)
Seiling, Oklahoma	Seiling (Oklahoma)
Fletcher, Oklahoma	Fletcher (Oklahoma)
Cavour, Dakota disid	Cavour (Dakota do Sul)
Du Bois, Ilinwa	Du Bois (Illinois)
Boonville, Indiana	Boonville (Indiana)
West Baden Springs, Indiana	West Baden Springs
Mount Auburn, Indiana	Mount Auburn (Indiana)
Hoboken, Georgie	Hoboken (Geórgia)
South Pittsburg, Tennessee	South Pittsburg
Cayuga, Indiana	Cayuga (Indiana)
Moreland, Georgie	Moreland
Homer, Lwizyana	Homer (Luisiana)
Valley Springs, Dakota disid	Valley Springs (Dakota do Sul)
Pleasant View, Tennessee	Pleasant View (Tennessee)
Wingate, Indiana	Wingate (Indiana)
Hagerstown, Indiana	Hagerstown (Indiana)
Marengo, Indiana	Marengo (Indiana)
Dawson Springs, Kentucky	Dawson Springs
Knowles, Oklahoma	Knowles (Oklahoma)
Snyder, Nebraska	Snyder (Nebraska)
Carrier, Oklahoma	Carrier (Oklahoma)
Ridgeville, Indiana	Ridgeville (Indiana)
Linton, Indiana	Linton (Indiana)
Young Harris, Georgie	Young Harris
Ithaca, Nebraska	Ithaca (Nebraska)
Israel Halperin	Israel Halperin
52 (menm non)	52 (desambiguação)
Agra, Kansas	Agra (Kansas)
Crab Orchard, Kentucky	Crab Orchard (Kentucky)
Loomis, Kalifòni	Loomis (Califórnia)
Stilesville, Indiana	Stilesville
Fulton, Dakota disid	Fulton (Dakota do Sul)
Wellington, Nevada	Wellington (Nevada)
Newman, Kalifòni	Newman (Califórnia)
Lake City, Kawolin disid	Lake City (Carolina do Sul)
Hollister, Oklahoma	Hollister (Oklahoma)
Allen Hatcher	Allen Hatcher
Ludlow, Kentucky	Ludlow (Kentucky)
Schoenchen, Kansas	Schoenchen (Kansas)
Amador City, Kalifòni	Amador City (Califórnia)
Buffalo Springs, Texas	Buffalo Springs
Chatsworth, Georgie	Chatsworth (Geórgia)
Gotebo, Oklahoma	Gotebo
Hodges, Kawolin disid	Hodges (Carolina do Sul)
Picher, Oklahoma	Picher
Vienna, Lwizyana	Vienna (Luisiana)
Yale, Oklahoma	Yale (Oklahoma)
Antoine Deparcieux	Antoine Deparcieux
Temple, Georgie	Temple (Geórgia)
Buchanan, Georgie	Buchanan (Geórgia)
Killian, Lwizyana	Killian (Luisiana)
Robeline, Lwizyana	Robeline
Pikeville, Kentucky	Pikeville (Kentucky)
Halfway, Missouri	Halfway (Missouri)
Dixie Inn, Lwizyana	Dixie Inn
South Whitley, Indiana	South Whitley
Hartwell, Georgie	Hartwell (Geórgia)
Douglasville, Georgie	Douglasville
Thomaston, Georgie	Thomaston (Geórgia)
Trenton, Georgie	Trenton (Geórgia)
Clifford, Indiana	Clifford (Indiana)
Bristow, Oklahoma	Bristow (Oklahoma)
Wheatfield, Indiana	Wheatfield
North, Kawolin disid	North (Carolina do Sul)
Dodson, Lwizyana	Dodson (Luisiana)
Mount Croghan, Kawolin disid	Mount Croghan
Huntington, Oregon	Huntington (Oregon)
Diamond, Ilinwa	Diamond (Illinois)
Umatilla, Oregon	Umatilla (Oregon)
Saint Joe, Indiana	St. Joe (Indiana)
Troy, Kawolin disid	Troy (Carolina do Sul)
Ware Shoals, Kawolin disid	Ware Shoals
Arthur Jones	Arthur Jones
Sturgis, Kentucky	Sturgis (Kentucky)
Atherton, Kalifòni	Atherton
Nicholls, Georgie	Nicholls (Geórgia)
Beechwood Village, Kentucky	Beechwood Village
Camilla, Georgie	Camilla (Geórgia)
Longdale, Oklahoma	Longdale
Whiteville, Tennessee	Whiteville (Tennessee)
Warwick, Oklahoma	Warwick (Oklahoma)
Croton-on-Hudson, New York	Croton-on-Hudson
Kline, Kawolin disid	Kline (Carolina do Sul)
Medford, Oklahoma	Medford (Oklahoma)
Velma, Oklahoma	Velma (Oklahoma)
Arnold, Nebraska	Arnold (Nebraska)
Bainbridge, New York	Bainbridge (Nova Iorque)
Smithville, Oklahoma	Smithville (Oklahoma)
Meno, Oklahoma	Meno (Oklahoma)
Seneca, Oregon	Seneca (Oregon)
Tobias, Nebraska	Tobias (Nebraska)
Cornish, Oklahoma	Cornish (Oklahoma)
Vanduser, Missouri	Vanduser
Millen, Georgie	Millen (Geórgia)
Byrdstown, Tennessee	Byrdstown
Del City, Oklahoma	Del City
Vici, Oklahoma	Vici (Oklahoma)
Lake Tanglewood, Texas	Lake Tanglewood
North Salem, Indiana	North Salem
Bishop Hill, Ilinwa	Bishop Hill
Climax, Georgie	Climax (Geórgia)
Ball Ground, Georgie	Ball Ground
Fox Lake, Ilinwa	Fox Lake (Illinois)
Westwood, Missouri	Westwood (Missouri)
Doerun, Georgie	Doerun
Prathersville, Missouri	Prathersville
Richmond, Kansas	Richmond (Kansas)
Le Roy, Kansas	Le Roy (Kansas)
Park, Kansas	Park (Kansas)
Narka, Kansas	Narka (Kansas)
Tonganoxie, Kansas	Tonganoxie (Kansas)
Severance, Kansas	Severance (Kansas)
Stockton, Kansas	Stockton (Kansas)
Black Oak, Arkansas	Black Oak
Douglass, Kansas	Douglass (Kansas)
Bel Aire, Kansas	Bel Aire (Kansas)
Baxter Springs, Kansas	Baxter Springs (Kansas)
Altamont, Kansas	Altamont (Kansas)
Milford, Kansas	Milford (Kansas)
Seneca, Kansas	Seneca (Kansas)
New Strawn, Kansas	New Strawn (Kansas)
Dwight, Kansas	Dwight (Kansas)
Ellis, Kansas	Ellis (Kansas)
Latham, Kansas	Latham (Kansas)
Thor, Iowa	Thor (Iowa)
Holton, Kansas	Holton (Kansas)
Cherokee, Kansas	Cherokee (Kansas)
Ensign, Kansas	Ensign (Kansas)
Effingham, Kansas	Effingham (Kansas)
Huron, Kansas	Huron (Kansas)
Meade, Kansas	Meade (Kansas)
Bronson, Kansas	Bronson (Kansas)
Horton, Kansas	Horton (Kansas)
Carl, Georgie	Carl (Geórgia)
Kempton, Indiana	Kempton (Indiana)
Biggs, Kalifòni	Biggs (Califórnia)
Sweetwater, Tennessee	Sweetwater (Tennessee)
Honea Path, Kawolin disid	Honea Path
Blue Lake, Kalifòni	Blue Lake (Califórnia)
Lake View, Kawolin disid	Lake View (Carolina do Sul)
Winchester, Oklahoma	Winchester (Oklahoma)
Unadilla, Georgie	Unadilla (Geórgia)
Liberty, Kentucky	Liberty (Kentucky)
Royal Center, Indiana	Royal Center
Littleport, Iowa	Littleport
Celina, Tennessee	Celina (Tennessee)
Montrose, Dakota disid	Montrose (Dakota do Sul)
Shady Dale, Georgie	Shady Dale
Loomis, Nebraska	Loomis (Nebraska)
Oak Hill, Kansas	Oak Hill (Kansas)
Swink, Oklahoma	Swink (Oklahoma)
Mill Creek, Oklahoma	Mill Creek (Oklahoma)
Troy, Indiana	Troy (Indiana)
Friendship, Tennessee	Friendship (Tennessee)
Whiterocks, Utah	Whiterocks
Lowndesville, Kawolin disid	Lowndesville
Jackpot, Nevada	Jackpot (Nevada)
Woodbury, Kentucky	Woodbury (Kentucky)
Dover-Foxcroft, Maine	Dover-Foxcroft
Champ, Missouri	Champ (Missouri)
Fillmore, Indiana	Fillmore (Indiana)
Millerton, Oklahoma	Millerton (Oklahoma)
Dyer, Indiana	Dyer (Indiana)
Tyrone, Georgie	Tyrone (Geórgia)
Rickreall, Oregon	Rickreall
Burns Flat, Oklahoma	Burns Flat
St. Stephen, Kawolin disid	St. Stephen (Carolina do Sul)
Gibsland, Lwizyana	Gibsland
Ripley, Oklahoma	Ripley (Oklahoma)
Cromwell, Indiana	Cromwell (Indiana)
Dickson, Oklahoma	Dickson (Oklahoma)
Princeton, Kentucky	Princeton (Kentucky)
Decaturville, Tennessee	Decaturville
Branch	Galho
Brandon, Dakota disid	Brandon (Dakota do Sul)
Belcher, Lwizyana	Belcher (Luisiana)
Hayden, Arizona	Hayden (Arizona)
Alvordton, Ohio	Alvordton
Brownsville, Kentucky	Brownsville (Kentucky)
Brueno de Mesquita	Bruce Bueno de Mesquita
Lindsay, Oklahoma	Lindsay (Oklahoma)
Chancellor, Dakota disid	Chancellor (Dakota do Sul)
Burkesville, Kentucky	Burkesville
Andrews, Indiana	Andrews (Indiana)
Paxville, Kawolin disid	Paxville
Smithville, Georgie	Smithville (Geórgia)
Louisville, Georgie	Louisville (Geórgia)
Hominy, Oklahoma	Hominy
Sycamore, Georgie	Sycamore (Geórgia)
Jones Creek, Texas	Jones Creek
Schneider, Indiana	Schneider (Indiana)
East Point, Georgie	East Point
Table Rock, Missouri	Table Rock (Missouri)
Corbin, Kentucky	Corbin (Kentucky)
Catlettsburg, Kentucky	Catlettsburg
Winnfield, Lwizyana	Winnfield
Kategori:Planèt	Categoria:Planetas
Kategori:Kilti	Categoria:Cultura
Sant mas	Centro de massas
Kategori:Lane	Categoria:Anos
Kategori:Syans imèn	Categoria:Ciências humanas
Kategori:Kontinan	Categoria:Continentes
Kategori:Jewoloji	Categoria:Geologia
Kategori:Lis	Categoria:Listas
Roslyn, Dakota disid	Roslyn (Dacota do Sul)
Travelers Rest, Kawolin disid	Travelers Rest
Erath, Lwizyana	Erath (Luisiana)
Kaw City, Oklahoma	Kaw City
Indianola, Oklahoma	Indianola (Oklahoma)
Blackwell, Oklahoma	Blackwell (Oklahoma)
Carroll, Nebraska	Carroll (Nebraska)
Delphi, Indiana	Delphi (Indiana)
Porum, Oklahoma	Porum
Chickamauga, Georgie	Chickamauga (Geórgia)
Charlemagne Péralte	Charlemagne Péralte
Coatesville, Indiana	Coatesville (Indiana)
McKenzie, Tennessee	McKenzie (Tennessee)
Kenton Vale, Kentucky	Kenton Vale
Lanesville, Indiana	Lanesville
Big Cabin, Oklahoma	Big Cabin
Oceanside, Oregon	Oceanside (Oregon)
North Wardell, Missouri	North Wardell
Hoot Owl, Oklahoma	Hoot Owl
Chittenden, Vermont	Chittenden (Vermont)
Hydro, Oklahoma	Hydro (Oklahoma)
Altona, New York	Altona (Nova Iorque)
Between, Georgie	Between (Geórgia)
Clifford Johnson	Clifford Johnson
Coney Island, Missouri	Coney Island (Missouri)
Dante, Dakota disid	Dante (Dakota do Sul)
Sallisaw, Oklahoma	Sallisaw
Glen Lyn, Vijini	Glen Lyn
Blodgett, Missouri	Blodgett (Missouri)
Eaton Hodgkinson	Eaton Hodgkinson
Byng, Oklahoma	Byng (Oklahoma)
Hadar, Nebraska	Hadar (Nebraska)
Corning, Kalifòni	Corning (Califórnia)
Twonpèt	Cecropia peltata
New Hope, Tennessee	New Hope (Tennessee)
Rochester, Kentucky	Rochester (Kentucky)
Craig (Alaska)	Craig (Alasca)
Lang kreyòl gwadloupeyen	Crioulo de Guadalupe
Richmond, Lwizyana	Richmond (Luisiana)
Comstock, Nebraska	Comstock (Nebraska)
Roseland, Indiana	Roseland (Indiana)
Stella, Nebraska	Stella (Nebraska)
Village of Four Seasons, Missouri	Village of Four Seasons
Aldrich, Missouri	Aldrich (Missouri)
Du Bois, Nebraska	Du Bois (Nebraska)
Deal, New Jersey	Deal (Nova Jérsei)
Delran, New Jersey	Delran Township
Hanover, New Jersey	Hanover (Nova Jérsei)
Maple Shade, New Jersey	Maple Shade
Talmo, Georgie	Talmo (Geórgia)
Newkirk, Oklahoma	Newkirk
Dunes City, Oregon	Dunes City
Trion, Georgie	Trion
Bedford, Kentucky	Bedford (Kentucky)
Denton, Nebraska	Denton (Nebraska)
Okemah, Oklahoma	Okemah
Yorkville, Tennessee	Yorkville (Tennessee)
Fredericksburg, Indiana	Fredericksburg (Indiana)
Dudley, Georgie	Dudley (Geórgia)
Duncan, Oklahoma	Duncan (Oklahoma)
Leigh, Nebraska	Leigh (Nebraska)
Basile, Lwizyana	Basile (Luisiana)
Jacques Touchard	Jacques Touchard
Ridgeside, Tennessee	Ridgeside
Avalon, Georgie	Avalon (Geórgia)
Gray Court, Kawolin disid	Gray Court
Almond, New York	Almond (Nova Iorque)
Elgin, Oregon	Elgin (Oregon)
Brock, Nebraska	Brock (Nebraska)
Watonga, Oklahoma	Watonga
Shirley, Indiana	Shirley (Indiana)
Norwood, Georgie	Norwood (Geórgia)
Pleasant Hill, Lwizyana	Pleasant Hill (Luisiana)
Escalon, Kalifòni	Escalon
London, Kentucky	London (Kentucky)
Fulton, Kentucky	Fulton (Kentucky)
Thistle, Utah	Thistle (Utah)
Bulls Gap, Tennessee	Bulls Gap
Ferndale, Kalifòni	Ferndale (Califórnia)
Hornbeck, Lwizyana	Hornbeck
Jules Tannery	Jules Tannery
Beaver Crossing, Nebraska	Beaver Crossing
Heflin, Lwizyana	Heflin (Luisiana)
Orchard Grass Hills, Kentucky	Orchard Grass Hills
Francky Vincent	Francky Vincent
Byars, Oklahoma	Byars
Jean-Yves Girard	Jean-Yves Girard
Septentrional	Setentrional
Centralhatchee, Georgie	Centralhatchee
Coldstream, Kentucky	Coldstream
Saltillo, Tennessee	Saltillo (Tennessee)
Brentwood, Tennessee	Brentwood (Tennessee)
Mountain City, Georgie	Mountain City (Geórgia)
Belden, Nebraska	Belden (Nebraska)
Crossgate, Kentucky	Crossgate
Choctaw, Oklahoma	Choctaw (Oklahoma)
Due West, Kawolin disid	Due West
Moultrie, Georgie	Moultrie
Geneviève Guitel	Geneviève Guitel
Nadine Faustin-Parker	Nadine Faustin
Maramec, Oklahoma	Maramec
Lisbon, Lwizyana	Lisbon (Luisiana)
