ఆఫ్రికా	África
వర్గం:1980 జననాలు	Categoria:Nascidos em 1980
వర్గం:1981 జననాలు	Categoria:Nascidos em 1981
వర్గం:1982 జననాలు	Categoria:Nascidos em 1982
వర్గం:1985 జననాలు	Categoria:Nascidos em 1985
వర్గం:1986 జననాలు	Categoria:Nascidos em 1986
వర్గం:1987 జననాలు	Categoria:Nascidos em 1987
వర్గం:1988 జననాలు	Categoria:Nascidos em 1988
వర్గం:1989 జననాలు	Categoria:Nascidos em 1989
వర్గం:1991 జననాలు	Categoria:Nascidos em 1991
వర్గం:1993 జననాలు	Categoria:Nascidos em 1993
వర్గం:1995 జననాలు	Categoria:Nascidos em 1995
వర్గం:661 మరణాలు	Categoria:Mortos em 661
వర్గం:క్రీ.పూ. 69 జననాలు	Categoria:Nascidos em 69 a.C.
వర్గం:669	Categoria:669
వర్గం:680	Categoria:680
వర్గం:696 మరణాలు	Categoria:Mortos em 696
వర్గం:1689	Categoria:1689
వర్గం:1797	Categoria:1797
వర్గం:1787	Categoria:1787
వర్గం:1780	Categoria:1780
వర్గం:1647	Categoria:1647
వర్గం:1321	Categoria:1321
వర్గం:1590	Categoria:1590
వర్గం:1671	Categoria:1671
వర్గం:750	Categoria:750
మూస:Nowrap end	Predefinição:Nowrap end
మూస:2TeamBracket	Predefinição:2TeamBracket
వర్గం:810	Categoria:810
వర్గం:810 మరణాలు	Categoria:Mortos em 810
వర్గం:824	Categoria:824
మూస:ALB	Predefinição:ALB
మూస:AND	Predefinição:AND
వర్గం:930లు	Categoria:Década de 930
వర్గం:590లు	Categoria:Década de 590
వర్గం:1030లు	Categoria:Década de 1030
వర్గం:1290లు	Categoria:Década de 1290
వర్గం:1020లు	Categoria:Década de 1020
వర్గం:1070లు	Categoria:Década de 1070
వర్గం:1520లు	Categoria:Década de 1520
వర్గం:1540లు	Categoria:Década de 1540
వర్గం:1560లు	Categoria:Década de 1560
వర్గం:1820లు	Categoria:Década de 1820
వర్గం:1670లు	Categoria:Década de 1670
వర్గం:1770లు	Categoria:Década de 1770
వర్గం:1760లు	Categoria:Década de 1760
వర్గం:1710లు	Categoria:Década de 1710
వర్గం:1650లు	Categoria:Década de 1650
వర్గం:1610లు	Categoria:Década de 1610
వర్గం:1630లు	Categoria:Década de 1630
వర్గం:1810లు	Categoria:Década de 1810
వర్గం:680లు	Categoria:Década de 680
వర్గం:750లు	Categoria:Década de 750
వర్గం:620లు	Categoria:Década de 620
వర్గం:1530లు	Categoria:Década de 1530
వర్గం:1340లు	Categoria:Década de 1340
వర్గం:1490లు	Categoria:Década de 1490
వర్గం:1480లు	Categoria:Década de 1480
వర్గం:1190లు	Categoria:Década de 1190
వర్గం:1640లు	Categoria:Década de 1640
వర్గం:1850లు	Categoria:Década de 1850
వర్గం:640లు	Categoria:Década de 640
వర్గం:630లు	Categoria:Década de 630
వర్గం:800లు	Categoria:Década de 800
వర్గం:11 వ శతాబ్దం	Categoria:Século XI
వర్గం:1200లు	Categoria:Década de 1200
వర్గం:17 వ శతాబ్దం	Categoria:Século XVII
వర్గం:1880లు	Categoria:Década de 1880
వర్గం:1720లు	Categoria:Década de 1720
వర్గం:1750లు	Categoria:Década de 1750
వర్గం:1870లు	Categoria:Década de 1870
వర్గం:1780లు	Categoria:Década de 1780
వర్గం:1860లు	Categoria:Década de 1860
వర్గం:1790లు	Categoria:Década de 1790
వర్గం:1730లు	Categoria:Década de 1730
వర్గం:760లు	Categoria:Década de 760
వర్గం:820లు	Categoria:Década de 820
వర్గం:570లు	Categoria:Década de 570
వర్గం:650లు	Categoria:Década de 650
వర్గం:880లు	Categoria:Década de 880
వర్గం:1010లు	Categoria:Década de 1010
వర్గం:1270లు	Categoria:Década de 1270
వర్గం:1160లు	Categoria:Década de 1160
వర్గం:1240లు	Categoria:Década de 1240
వర్గం:1350లు	Categoria:Década de 1350
వర్గం:1440లు	Categoria:Década de 1440
వర్గం:1110లు	Categoria:Década de 1110
వర్గం:660లు	Categoria:Década de 660
లోపాముద్ర	Lopamudra
వర్గం:1080లు	Categoria:Década de 1080
వర్గం:1130లు	Categoria:Década de 1130
వర్గం:1250లు	Categoria:Década de 1250
వర్గం:1800లు	Categoria:Década de 1800
వర్గం:1450లు	Categoria:Década de 1450
వర్గం:1570లు	Categoria:Década de 1570
వర్గం:1460లు	Categoria:Década de 1460
వర్గం:1470లు	Categoria:Década de 1470
వర్గం:1580లు	Categoria:Década de 1580
వర్గం:1180లు	Categoria:Década de 1180
వర్గం:1330లు	Categoria:Década de 1330
వర్గం:1040లు	Categoria:Década de 1040
వర్గం:1420లు	Categoria:Década de 1420
వర్గం:1700లు	Categoria:Década de 1700
వర్గం:1500లు	Categoria:Década de 1500
వర్గం:10 వ శతాబ్దం	Categoria:Século X
వర్గం:1400లు	Categoria:Década de 1400
వర్గం:1220లు	Categoria:Década de 1220
వర్గం:7 వ శతాబ్దం	Categoria:Século VII
వర్గం:1020 మరణాలు	Categoria:Mortos em 1020
వర్గం:1360లు	Categoria:Década de 1360
మూస:Anglican Communion	Predefinição:Anglicanismo
వర్గం:1260లు	Categoria:Década de 1260
వర్గం:1037	Categoria:1037
మూస:Sourcesend	Predefinição:Refbegin
వర్గం:1100లు	Categoria:Década de 1100
వర్గం:1300లు	Categoria:Década de 1300
వర్గం:1932 తెలుగు సినిమాలు	Categoria:Filmes de 1932
వర్గం:1933 తెలుగు సినిమాలు	Categoria:Filmes de 1933
వర్గం:1934 తెలుగు సినిమాలు	Categoria:Filmes de 1934
వర్గం:1913 సినిమాలు	Categoria:Filmes de 1913
వర్గం:1080	Categoria:1080
వర్గం:1936 తెలుగు సినిమాలు	Categoria:Filmes de 1936
మూస:As of	Predefinição:Desde
వర్గం:1114	Categoria:1114
వర్గం:1130	Categoria:1130
వర్గం:1131	Categoria:1131
వర్గం:1131 మరణాలు	Categoria:Mortos em 1131
వర్గం:1137	Categoria:1137
వర్గం:1938 తెలుగు సినిమాలు	Categoria:Filmes de 1938
వర్గం:1939 తెలుగు సినిమాలు	Categoria:Filmes de 1939
వర్గం:1185	Categoria:1185
వర్గం:1190	Categoria:1190
వర్గం:1240 మరణాలు	Categoria:Mortos em 1240
మూస:Awards	Predefinição:Awd
మూస:BDI	Predefinição:BDI
మూస:BGR	Predefinição:BGR
మూస:BHS	Predefinição:BHS
వర్గం:1288 మరణాలు	Categoria:Mortos em 1288
వర్గం:1291	Categoria:1291
వర్గం:1323	Categoria:1323
వర్గం:1324	Categoria:1324
వర్గం:1324 మరణాలు	Categoria:Mortos em 1324
మూస:Binary	Predefinição:Binário
వర్గం:1347	Categoria:1347
వర్గం:భారతదేశంలో విమానాశ్రయాలు	Categoria:Aeroportos da Índia
వికీపీడియా:వికీప్రాజెక్టు/జీవ శాస్త్రము	Wikipédia:Projetos/Biologia
వర్గం:1911 పుస్తకాలు	Categoria:Livros de 1911
వర్గం:1941 పుస్తకాలు	Categoria:Livros de 1941
వర్గం:1398	Categoria:1398
వర్గం:1913 పుస్తకాలు	Categoria:Livros de 1913
వర్గం:1993 పుస్తకాలు	Categoria:Livros de 1993
వర్గం:1935 పుస్తకాలు	Categoria:Livros de 1935
వర్గం:1944 పుస్తకాలు	Categoria:Livros de 1944
వర్గం:1998 పుస్తకాలు	Categoria:Livros de 1998
వర్గం:1931 పుస్తకాలు	Categoria:Livros de 1931
వర్గం:1984 పుస్తకాలు	Categoria:Livros de 1984
వర్గం:1958 పుస్తకాలు	Categoria:Livros de 1958
వర్గం:1977 పుస్తకాలు	Categoria:Livros de 1977
వర్గం:1975 పుస్తకాలు	Categoria:Livros de 1975
వర్గం:1967 పుస్తకాలు	Categoria:Livros de 1967
వర్గం:1918 పుస్తకాలు	Categoria:Livros de 1918
వర్గం:1932 పుస్తకాలు	Categoria:Livros de 1932
వర్గం:1995 పుస్తకాలు	Categoria:Livros de 1995
వర్గం:1929 పుస్తకాలు	Categoria:Livros de 1929
వర్గం:1978 పుస్తకాలు	Categoria:Livros de 1978
మహా	Maha
వర్గం:భారతదేశ ఆర్థిక వ్యవస్థ	Categoria:Economia da Índia
వర్గం:1959 పుస్తకాలు	Categoria:Livros de 1959
వర్గం:1469	Categoria:1469
వర్గం:నెమటోడ	Categoria:Nematoda
వర్గం:1956 తెలుగు సినిమాలు	Categoria:Filmes de 1956
మూస:CAS	Predefinição:CAS
వర్గం:సాహిత్యంలో నోబెల్ బహుమతి గ్రహీతలు	Categoria:Nobel de Literatura
వర్గం:1502	Categoria:1502
వర్గం:1484	Categoria:1484
మైత్రిపాల సిరిసేన	Maithripala Sirisena
మూస:CIV	Predefinição:CIV
మూస:CRI	Predefinição:CRI
వర్గం:2001 తెలుగు సినిమాలు	Categoria:Filmes de 2001
మూస:CYP	Predefinição:CYP
వర్గం:భారతదేశ భూగోళశాస్త్రము	Categoria:Geografia da Índia
వర్గం:1993 తెలుగు సినిమాలు	Categoria:Filmes de 1993
వర్గం:1518	Categoria:1518
వర్గం:1518 మరణాలు	Categoria:Mortos em 1518
వర్గం:1531 మరణాలు	Categoria:Mortos em 1531
వర్గం:1540	Categoria:1540
వర్గం:1540 మరణాలు	Categoria:Mortos em 1540
వర్గం:1543 మరణాలు	Categoria:Mortos em 1543
వర్గం:1546	Categoria:1546
వర్గం:జీవ రసాయన శాస్త్రం	Categoria:Bioquímica
వర్గం:1566	Categoria:1566
వర్గం:1569	Categoria:1569
వర్గం:భారతీయ ఖగోళ శాస్త్రవేత్తలు	Categoria:Astrônomos da Índia
వర్గం:1580	Categoria:1580
వర్గం:1580 మరణాలు	Categoria:Mortos em 1580
వర్గం:1605	Categoria:1605
వర్గం:1605 మరణాలు	Categoria:Mortos em 1605
వర్గం:కంప్యూటర్ ప్రోగ్రామ్	Categoria:Programação
వర్గం:1624	Categoria:1624
వర్గం:1626	Categoria:1626
వర్గం:1626 మరణాలు	Categoria:Mortos em 1626
వర్గం:1951 తెలుగు సినిమాలు	Categoria:Filmes de 1951
వర్గం:1640 మరణాలు	Categoria:Mortos em 1640
వర్గం:1642	Categoria:1642
వర్గం:1642 మరణాలు	Categoria:Mortos em 1642
వర్గం:1652	Categoria:1652
వర్గం:1657	Categoria:1657
వర్గం:1666 మరణాలు	Categoria:Mortos em 1666
వర్గం:1671 మరణాలు	Categoria:Mortos em 1671
వర్గం:1686	Categoria:1686
వర్గం:1689 మరణాలు	Categoria:Mortos em 1689
వర్గం:1693	Categoria:1693
వర్గం:1693 మరణాలు	Categoria:Mortos em 1693
వర్గం:1706	Categoria:1706
వర్గం:1708 మరణాలు	Categoria:Mortos em 1708
వర్గం:1722	Categoria:1722
వర్గం:1727 మరణాలు	Categoria:Mortos em 1727
వర్గం:1743 మరణాలు	Categoria:Mortos em 1743
వర్గం:1744 మరణాలు	Categoria:Mortos em 1744
వర్గం:1751	Categoria:1751
వర్గం:1766	Categoria:1766
వర్గం:1767	Categoria:1767
వర్గం:1775	Categoria:1775
వర్గం:1776 మరణాలు	Categoria:Mortos em 1776
వర్గం:1779	Categoria:1779
వర్గం:1782 మరణాలు	Categoria:Mortos em 1782
మూస:Uw-create1	Predefinição:Aviso-criação
వర్గం:1790 మరణాలు	Categoria:Mortos em 1790
వర్గం:విటమిన్లు	Categoria:Vitaminas
వర్గం:1970 తెలుగు సినిమాలు	Categoria:Filmes de 1970
మూస:Lang-hi	Predefinição:Lang-hi
వర్గం:1778	Categoria:1778
మూస:Chembox header	Predefinição:Chembox header
మూస:Convert/LoutAonDbSoff	Predefinição:Convert/LoutAonDbSoff
మూస:Convert/bar	Predefinição:Convert/bar
మూస:Convert/cm2	Predefinição:Convert/cm2
మూస:EST	Predefinição:EST
వర్గం:మిన్నసోటా	Categoria:Minnesota
మూస:Weather box/cold	Predefinição:Infobox Weather/cold
మూస:QAT	Predefinição:QAT
మూస:RUS	Predefinição:RUS
మూస:Style/ara	Predefinição:Style/ara
మూస:ఒలింపిక్ క్రీడలు	Predefinição:Edições dos Jogos Olímpicos
మూస:TGO	Predefinição:TGO
మూస:Fossil range/marker	Predefinição:Período fóssil/marcador
మూస:Nasdaq2	Predefinição:NASDAQ2
మూస:CHL	Predefinição:CHL
మూస:Who	Predefinição:Quem
వర్గం:యూత్ ఒలింపిక్ గేమ్స్	Categoria:Jogos Olímpicos da Juventude
మూస:PD-సొంతకృతి	Predefinição:PD-self
వర్గం:599	Categoria:599
మూస:GRD	Predefinição:GRD
వర్గం:644	Categoria:644
వర్గం:656	Categoria:656
వర్గం:661	Categoria:661
వర్గం:762	Categoria:762
మూస:Canada provinces map	Predefinição:Mapa das províncias do Canadá
మూస:Round8	Predefinição:Round8
మూస:SYR	Predefinição:SYR
మూస:Chembox Beilstein	Predefinição:Chembox Beilstein
మూస:Chembox ExternalMSDS	Predefinição:Chembox ExternalMSDS
మూస:Chembox SMILES	Predefinição:Chembox SMILES
మూస:Chembox pKa	Predefinição:Chembox pKa
మూస:Chembox verification	Predefinição:Chembox verification
మూస:CHN	Predefinição:CHN
వర్గం:1928 మరణాలు	Categoria:Mortos em 1928
వర్గం:1937 మరణాలు	Categoria:Mortos em 1937
వర్గం:1950 మరణాలు	Categoria:Mortos em 1950
వర్గం:కెన్యా	Categoria:Quénia
వర్గం:1486	Categoria:1486
వర్గం:1602	Categoria:1602
వర్గం:1647 మరణాలు	Categoria:Mortos em 1647
వర్గం:1666	Categoria:1666
వర్గం:1672 మరణాలు	Categoria:Mortos em 1672
మూస:ENG	Predefinição:ENG
వర్గం:2011 మరణాలు	Categoria:Mortos em 2011
మూస:HTI	Predefinição:HTI
మూస:TCA	Predefinição:TCA
మూస:విలీనము	Predefinição:Fusão
మూస:Cite Catholic Encyclopedia	Predefinição:CathEncy
మూస:Cite album-notes	Predefinição:Citar álbum
వర్గం:1503 మరణాలు	Categoria:Mortos em 1503
వర్గం:1546 మరణాలు	Categoria:Mortos em 1546
వర్గం:1728	Categoria:1728
వర్గం:1733	Categoria:1733
వర్గం:1743	Categoria:1743
వర్గం:1747	Categoria:1747
వర్గం:1749	Categoria:1749
వర్గం:1750	Categoria:1750
వర్గం:1754	Categoria:1754
వర్గం:1755	Categoria:1755
వర్గం:1757	Categoria:1757
వర్గం:1761	Categoria:1761
వర్గం:1762	Categoria:1762
వర్గం:1763	Categoria:1763
వర్గం:1763 మరణాలు	Categoria:Mortos em 1763
వర్గం:1765 మరణాలు	Categoria:Mortos em 1765
వర్గం:1768	Categoria:1768
వర్గం:1770	Categoria:1770
వర్గం:1772	Categoria:1772
వర్గం:1773	Categoria:1773
వర్గం:1774	Categoria:1774
వర్గం:1774 మరణాలు	Categoria:Mortos em 1774
వర్గం:1776	Categoria:1776
వర్గం:1777	Categoria:1777
వర్గం:1779 మరణాలు	Categoria:Mortos em 1779
వర్గం:1782	Categoria:1782
వర్గం:1788	Categoria:1788
వర్గం:1790	Categoria:1790
వర్గం:1791	Categoria:1791
వర్గం:1792	Categoria:1792
వర్గం:1794	Categoria:1794
వర్గం:1798	Categoria:1798
వర్గం:1799	Categoria:1799
వర్గం:1800	Categoria:1800
వర్గం:1801	Categoria:1801
వర్గం:1802	Categoria:1802
వర్గం:1803	Categoria:1803
వర్గం:1804	Categoria:1804
వర్గం:1804 మరణాలు	Categoria:Mortos em 1804
వర్గం:1805	Categoria:1805
వర్గం:1806	Categoria:1806
వర్గం:1807	Categoria:1807
వర్గం:1809	Categoria:1809
వర్గం:1810	Categoria:1810
వర్గం:1811	Categoria:1811
వర్గం:1813	Categoria:1813
వర్గం:1814	Categoria:1814
వర్గం:1815	Categoria:1815
వర్గం:1816	Categoria:1816
వర్గం:1817 మరణాలు	Categoria:Mortos em 1817
వర్గం:1818	Categoria:1818
వర్గం:1819	Categoria:1819
వర్గం:1819 మరణాలు	Categoria:Mortos em 1819
వర్గం:1820	Categoria:1820
వర్గం:1821 మరణాలు	Categoria:Mortos em 1821
వర్గం:1823	Categoria:1823
వర్గం:1827	Categoria:1827
వర్గం:1830	Categoria:1830
వర్గం:1831 మరణాలు	Categoria:Mortos em 1831
వర్గం:1832 మరణాలు	Categoria:Mortos em 1832
వర్గం:1833 మరణాలు	Categoria:Mortos em 1833
వర్గం:1834	Categoria:1834
వర్గం:1834 మరణాలు	Categoria:Mortos em 1834
వర్గం:1835	Categoria:1835
వర్గం:1836	Categoria:1836
వర్గం:1836 మరణాలు	Categoria:Mortos em 1836
వర్గం:1837 మరణాలు	Categoria:Mortos em 1837
వర్గం:1838	Categoria:1838
వర్గం:1839	Categoria:1839
వర్గం:1840	Categoria:1840
వర్గం:1842	Categoria:1842
వర్గం:1843	Categoria:1843
వర్గం:1846	Categoria:1846
వర్గం:1846 మరణాలు	Categoria:Mortos em 1846
వర్గం:1847	Categoria:1847
వర్గం:1847 మరణాలు	Categoria:Mortos em 1847
వర్గం:1848	Categoria:1848
వర్గం:1849	Categoria:1849
వర్గం:1850 మరణాలు	Categoria:Mortos em 1850
వర్గం:1851	Categoria:1851
వర్గం:1851 మరణాలు	Categoria:Mortos em 1851
వర్గం:1852	Categoria:1852
వర్గం:1853	Categoria:1853
వర్గం:1854	Categoria:1854
వర్గం:1856	Categoria:1856
వర్గం:1856 మరణాలు	Categoria:Mortos em 1856
వర్గం:1857	Categoria:1857
వర్గం:1857 మరణాలు	Categoria:Mortos em 1857
వర్గం:1858	Categoria:1858
వర్గం:1858 మరణాలు	Categoria:Mortos em 1858
వర్గం:1859	Categoria:1859
వర్గం:1860	Categoria:1860
వర్గం:1861	Categoria:1861
వర్గం:1861 మరణాలు	Categoria:Mortos em 1861
వర్గం:1862	Categoria:1862
వర్గం:1863	Categoria:1863
వర్గం:1864	Categoria:1864
వర్గం:1865	Categoria:1865
వర్గం:1866	Categoria:1866
వర్గం:1866 మరణాలు	Categoria:Mortos em 1866
వర్గం:1868	Categoria:1868
వర్గం:1869	Categoria:1869
వర్గం:1869 మరణాలు	Categoria:Mortos em 1869
వర్గం:1870	Categoria:1870
వర్గం:1871	Categoria:1871
వర్గం:1872	Categoria:1872
వర్గం:1872 మరణాలు	Categoria:Mortos em 1872
వర్గం:1874	Categoria:1874
వర్గం:1875	Categoria:1875
వర్గం:1876	Categoria:1876
వర్గం:1877	Categoria:1877
వర్గం:1878 మరణాలు	Categoria:Mortos em 1878
వర్గం:1879	Categoria:1879
వర్గం:1880	Categoria:1880
వర్గం:1881	Categoria:1881
వర్గం:1882	Categoria:1882
వర్గం:1883	Categoria:1883
వర్గం:1884	Categoria:1884
వర్గం:1885	Categoria:1885
వర్గం:1886	Categoria:1886
వర్గం:1886 మరణాలు	Categoria:Mortos em 1886
వర్గం:1887	Categoria:1887
వర్గం:1889	Categoria:1889
వర్గం:1890	Categoria:1890
వర్గం:1891	Categoria:1891
వర్గం:1891 మరణాలు	Categoria:Mortos em 1891
వర్గం:1892	Categoria:1892
వర్గం:1892 మరణాలు	Categoria:Mortos em 1892
వర్గం:1893	Categoria:1893
వర్గం:1894	Categoria:1894
వర్గం:1894 మరణాలు	Categoria:Mortos em 1894
వర్గం:1895	Categoria:1895
వర్గం:1895 మరణాలు	Categoria:Mortos em 1895
వర్గం:1896 మరణాలు	Categoria:Mortos em 1896
వర్గం:1897	Categoria:1897
వర్గం:1899	Categoria:1899
వర్గం:1899 మరణాలు	Categoria:Mortos em 1899
వర్గం:1900 మరణాలు	Categoria:Mortos em 1900
వర్గం:1901 మరణాలు	Categoria:Mortos em 1901
వర్గం:1905 మరణాలు	Categoria:Mortos em 1905
వర్గం:1906 మరణాలు	Categoria:Mortos em 1906
వర్గం:1908 మరణాలు	Categoria:Mortos em 1908
వర్గం:1909 మరణాలు	Categoria:Mortos em 1909
వర్గం:1910 మరణాలు	Categoria:Mortos em 1910
వర్గం:1912 మరణాలు	Categoria:Mortos em 1912
వర్గం:1913 మరణాలు	Categoria:Mortos em 1913
వర్గం:1914 మరణాలు	Categoria:Mortos em 1914
వర్గం:1915 మరణాలు	Categoria:Mortos em 1915
వర్గం:1916 మరణాలు	Categoria:Mortos em 1916
వర్గం:1917 మరణాలు	Categoria:Mortos em 1917
వర్గం:1918 మరణాలు	Categoria:Mortos em 1918
వర్గం:1919 మరణాలు	Categoria:Mortos em 1919
వర్గం:1920 మరణాలు	Categoria:Mortos em 1920
వర్గం:1921 మరణాలు	Categoria:Mortos em 1921
వర్గం:1923 మరణాలు	Categoria:Mortos em 1923
వర్గం:1925 మరణాలు	Categoria:Mortos em 1925
వర్గం:1926 మరణాలు	Categoria:Mortos em 1926
వర్గం:1927 మరణాలు	Categoria:Mortos em 1927
వర్గం:1932 మరణాలు	Categoria:Mortos em 1932
వర్గం:1935 మరణాలు	Categoria:Mortos em 1935
వర్గం:1936 మరణాలు	Categoria:Mortos em 1936
వర్గం:1939 మరణాలు	Categoria:Mortos em 1939
వర్గం:1940 మరణాలు	Categoria:Mortos em 1940
వర్గం:1941 మరణాలు	Categoria:Mortos em 1941
వర్గం:1944 మరణాలు	Categoria:Mortos em 1944
వర్గం:1948 మరణాలు	Categoria:Mortos em 1948
వర్గం:1951 మరణాలు	Categoria:Mortos em 1951
వర్గం:1952 మరణాలు	Categoria:Mortos em 1952
వర్గం:1953 మరణాలు	Categoria:Mortos em 1953
వర్గం:1954 మరణాలు	Categoria:Mortos em 1954
వర్గం:1955 మరణాలు	Categoria:Mortos em 1955
వర్గం:1956 మరణాలు	Categoria:Mortos em 1956
వర్గం:1957 మరణాలు	Categoria:Mortos em 1957
వర్గం:1958 మరణాలు	Categoria:Mortos em 1958
వర్గం:1961	Categoria:1961
వర్గం:1964	Categoria:1964
వర్గం:1964 మరణాలు	Categoria:Mortos em 1964
వర్గం:1965	Categoria:1965
వర్గం:1965 మరణాలు	Categoria:Mortos em 1965
వర్గం:1966	Categoria:1966
వర్గం:1967	Categoria:1967
వర్గం:1967 మరణాలు	Categoria:Mortos em 1967
వర్గం:1968 మరణాలు	Categoria:Mortos em 1968
వర్గం:1969	Categoria:1969
వర్గం:1970	Categoria:1970
వర్గం:1970 మరణాలు	Categoria:Mortos em 1970
వర్గం:1971 మరణాలు	Categoria:Mortos em 1971
వర్గం:1972	Categoria:1972
వర్గం:1972 మరణాలు	Categoria:Mortos em 1972
వర్గం:1973	Categoria:1973
వర్గం:1973 మరణాలు	Categoria:Mortos em 1973
వర్గం:1974	Categoria:1974
వర్గం:1975	Categoria:1975
వర్గం:1976	Categoria:1976
వర్గం:1977 మరణాలు	Categoria:Mortos em 1977
వర్గం:1978	Categoria:1978
వర్గం:1979	Categoria:1979
వర్గం:1980	Categoria:1980
వర్గం:1981	Categoria:1981
వర్గం:1982	Categoria:1982
వర్గం:1982 మరణాలు	Categoria:Mortos em 1982
వర్గం:1983	Categoria:1983
వర్గం:1983 మరణాలు	Categoria:Mortos em 1983
వర్గం:1984	Categoria:1984
వర్గం:1984 మరణాలు	Categoria:Mortos em 1984
వర్గం:1985	Categoria:1985
వర్గం:1985 మరణాలు	Categoria:Mortos em 1985
వర్గం:1986	Categoria:1986
వర్గం:1987	Categoria:1987
వర్గం:1987 మరణాలు	Categoria:Mortos em 1987
వర్గం:1988	Categoria:1988
వర్గం:1989	Categoria:1989
వర్గం:1989 మరణాలు	Categoria:Mortos em 1989
వర్గం:1990	Categoria:1990
వర్గం:1990 మరణాలు	Categoria:Mortos em 1990
వర్గం:1991	Categoria:1991
వర్గం:1992	Categoria:1992
వర్గం:1993	Categoria:1993
వర్గం:1994	Categoria:1994
వర్గం:1995	Categoria:1995
వర్గం:1995 మరణాలు	Categoria:Mortos em 1995
వర్గం:1996	Categoria:1996
వర్గం:1996 మరణాలు	Categoria:Mortos em 1996
వర్గం:1997	Categoria:1997
వర్గం:1997 మరణాలు	Categoria:Mortos em 1997
వర్గం:1999	Categoria:1999
వర్గం:2000	Categoria:2000
వర్గం:2000 మరణాలు	Categoria:Mortos em 2000
వర్గం:2001	Categoria:2001
వర్గం:2001 మరణాలు	Categoria:Mortos em 2001
వర్గం:2002	Categoria:2002
వర్గం:2002 మరణాలు	Categoria:Mortos em 2002
వర్గం:2003 మరణాలు	Categoria:Mortos em 2003
వర్గం:2004	Categoria:2004
వర్గం:2004 మరణాలు	Categoria:Mortos em 2004
వర్గం:2005	Categoria:2005
వర్గం:2006	Categoria:2006
వర్గం:2006 మరణాలు	Categoria:Mortos em 2006
వర్గం:2007	Categoria:2007
వర్గం:2008	Categoria:2008
వర్గం:2009	Categoria:2009
వర్గం:2010	Categoria:2010
వర్గం:2011	Categoria:2011
వర్గం:ద్వీప దేశాలు	Categoria:Países insulares
వర్గం:స్థాపితాలు	Categoria:Fundações
వర్గం:కరెన్సీ	Categoria:Moedas
మూస:Infobox Language/family-color	Predefinição:Info/Língua/corfamília
వర్గం:నదులు	Categoria:Rios
వర్గం:1967 తెలుగు సినిమాలు	Categoria:Filmes de 1967
మూస:User ru-1	Predefinição:User ru-1
వర్గం:భారతదేశ నదులు	Categoria:Rios da Índia
మూస:User szl	Predefinição:User szl
వర్గం:భారతదేశ రవాణా వ్యవస్థ	Categoria:Transportes da Índia
వర్గం:భారతీయులు	Categoria:Indianos
వర్గం:బ్రిటీష్ ఆర్థిక వేత్తలు	Categoria:Economistas do Reino Unido
వర్గం:User no-2	Categoria:Usuário no-2
వర్గం:User no	Categoria:Usuários no
వర్గం:భారతీయ రాజులు	Categoria:Monarcas da Índia
వర్గం:వాయు నియమాలు	Categoria:Leis dos gases
వర్గం:భూటాన్	Categoria:Butão
వర్గం:ఉగ్రవాదం	Categoria:Terrorismo
వర్గం:నూతన సంవత్సర వేడుకలు	Categoria:Celebrações de Ano-Novo
వర్గం:భారతీయ గణిత శాస్త్రవేత్తలు	Categoria:Matemáticos da Índia
వర్గం:ఆవిష్కరణలు	Categoria:Invenções
మూస:Tnavbar-header	Predefinição:Tnavbar-header
వర్గం:1904 స్థాపితాలు	Categoria:Fundações em 1904
వర్గం:1908 స్థాపితాలు	Categoria:Fundações em 1908
వర్గం:1905 స్థాపితాలు	Categoria:Fundações em 1905
వర్గం:1907 స్థాపితాలు	Categoria:Fundações em 1907
వర్గం:1906 స్థాపితాలు	Categoria:Fundações em 1906
వర్గం:1912 స్థాపితాలు	Categoria:Fundações em 1912
వర్గం:1914 స్థాపితాలు	Categoria:Fundações em 1914
వర్గం:1918 స్థాపితాలు	Categoria:Fundações em 1918
వర్గం:1916 స్థాపితాలు	Categoria:Fundações em 1916
వర్గం:1919 స్థాపితాలు	Categoria:Fundações em 1919
వర్గం:1917 స్థాపితాలు	Categoria:Fundações em 1917
వర్గం:1924 స్థాపితాలు	Categoria:Fundações em 1924
వర్గం:1932 స్థాపితాలు	Categoria:Fundações em 1932
వర్గం:1925 స్థాపితాలు	Categoria:Fundações em 1925
వర్గం:1929 స్థాపితాలు	Categoria:Fundações em 1929
వర్గం:1940 స్థాపితాలు	Categoria:Fundações em 1940
వర్గం:1941 స్థాపితాలు	Categoria:Fundações em 1941
వర్గం:1943 స్థాపితాలు	Categoria:Fundações em 1943
వర్గం:1935 స్థాపితాలు	Categoria:Fundações em 1935
వర్గం:1942 స్థాపనలు	Categoria:Fundações em 1942
వర్గం:1938 స్థాపితాలు	Categoria:Fundações em 1938
వర్గం:1951 స్థాపితాలు	Categoria:Fundações em 1951
వర్గం:1953 స్థాపితాలు	Categoria:Fundações em 1953
వర్గం:1954 స్థాపితాలు	Categoria:Fundações em 1954
వర్గం:1949 స్థాపితాలు	Categoria:Fundações em 1949
వర్గం:1952 స్థాపితాలు	Categoria:Fundações em 1952
వర్గం:1948 స్థాపితాలు	Categoria:Fundações em 1948
వర్గం:1945 స్థాపితాలు	Categoria:Fundações em 1945
వర్గం:1959 స్థాపితాలు	Categoria:Fundações em 1959
వర్గం:1962 స్థాపితాలు	Categoria:Fundações em 1962
వర్గం:1958 స్థాపితాలు	Categoria:Fundações em 1958
